"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","US dollar",
"202505","502","United States","3501","Casein, caseinates and other casein derivatives; casein glues.","30",
"202505","502","United States","3502","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80% whey proteins, calculated on the dry matter), albuminates and other albumin derivatives.","18,674",
"202505","502","United States","3503","Gelatin (including gelatin in rectangular (including square) 
sheets, whether or not surfaceworked or coloured) and gelatin 
derivatives; isinglass; other glues of animal origin, excluding 
casein glues of heading 35.01.","1,810,821",
"202505","502","United States","3504","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.","5,358,961",
"202505","502","United States","3505","Dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on dextrins or other modified starches.","396,756",
"202505","502","United States","3506","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg.","10,209,556",
"202505","502","United States","3507","nzymes; prepared enzymes not elsewhere specified or included.","2,950,725",
"202505","502","United States","3601","Propellent powders","242,030",
"202505","502","United States","3603","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators.","265,770",
"202505","502","United States","3604","Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles.","22,156,036",
"202505","502","United States","3605","Matches, other than pyrotechnic articles of heading 36.04.","5,810",
"202505","502","United States","3606","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in Note 2 to this Chapter.","559,925",
"202505","502","United States","3701","Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs.","1,107,030",
"202505","502","United States","3702","Photographic film in rolls, sensitised, unexposed, of any material 
other than paper, paperboard or textiles; instant print film in 
rolls, sensitised, unexposed.","63,720",
"202505","502","United States","3703","photographic paper, paperboard and textiles, sensitised,unexposed.","49,271",
"202505","502","United States","3705","Photographic plates and film, exposed and developed, other than cinematographic film","10,076",
"202505","502","United States","3707","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use.","364,256",
"202505","502","United States","3801","Artificial graphite; colloidal or semicolloidal graphite; 
preparations based on graphite or other carbon in the form of 
pastes, blocks, plates or other semimanufactures.","3,017,297",
"202505","502","United States","3802","ctivated carbon; activated natural mineral products; animal black, including spent animal black.","647,993",
"202505","502","United States","3804","Residual lyes from the manufacture of wood pulp, whether or not 
concentrated, desugared or chemically treated, including lignin 
sulphonates, but excluding tall oil of heading 38.03.","31,450",
"202505","502","United States","3805","Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent","3,809",
"202505","502","United States","3806","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums.","321,429",
"202505","502","United States","3808","Insecticides, rodenticides, fungicides, herbicides, antisprouting 
products and plantgrowth regulators, disinfectants and similar 
products, put up in forms or packings for retail sale or as 
preparations or articles (for example, sulphurtreated bands, 
wicks and candles, and flypapers).","24,785,772",
"202505","502","United States","3809","Finishing agents, dye carriers to accelerate the dyeing or fixing of 
dyestuffs and other products and preparations (for example, 
dressings and mordants), of a kind used in the textile, paper, 
leather or like industries, not elsewhere specified or included.","171,143",
"202505","502","United States","3810","Pickling preparations for metal surfaces; fluxes and other 
auxiliary preparations for soldering, brazing or welding; 
soldering, brazing or welding powders and pastes consisting of 
metal and other materials; preparations of a kind used as cores 
or coatings for welding electrodes or rods.","222,107",
"202505","502","United States","3811","ntiknock preparations, oxidation inhibitors, gum inhibitors, 
viscosity improvers, anticorrosive preparations and other 
prepared additives, for mineral oils (including gasoline) or for 
other liquids used for the same purposes as mineral oils.","35,149",
"202505","502","United States","3812","Prepared rubber accelerators; compound plasticisers for rubber 
or plastics, not elsewhere specified or included; antioxidising 
preparations and other compound stabilisers for rubber or 
plastics.","6,305,020",
"202505","502","United States","3813","Preparations and charges for fireextinguishers; charged fireextinguishing grenades","499,082",
"202505","502","United States","3814","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers","15,973",
"202505","502","United States","3815","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included.","1,591,951",
"202505","502","United States","3816","
Refractory cements, mortars, concretes and similar 
compositions, including dolomite ramming mix, other than 
products of heading 38.01","180,764",
"202505","502","United States","3817","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 27.07 or 29.02.","15,120",
"202505","502","United States","3818","Chemical elements doped for use in electronics, in the form of 
discs, wafers or similar forms; chemical compounds doped for 
use in electronics. form of","8,386,578",
"202505","502","United States","3819","Hydraulic brake fluids and other prepared liquids for hydraulic
transmission, not containing or containing less than 70% by
weight of petroleum oils or oils obtained from bituminous
minerals.","7,247",
"202505","502","United States","3820","Antifreezing preparations and prepared deicing fluids.","3,400",
"202505","502","United States","3821","Prepared culture media for the development or maintenance of 
microorganisms (including viruses and the like) or of plant, 
human or animal cells.","885,163",
"202505","502","United States","3822","Diagnostic or laboratory reagents on a backing, prepared 
diagnostic or laboratory reagents whether or not on a backing, 
whether or not put up in the form of kits, other than those of 
heading 30.06; certified reference materials","13,804,220",
"202505","502","United States","3823","Industrial monocarboxylic fatty acids; acid oils from refining;industrial fatty alcohols.","7,567",
"202505","502","United States","3824","Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical or allied industries, incl. mixtures of natural products, n.e.s.","24,083,857",
"202505","502","United States","3825","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in Note 6 to this Chapter.","1,270",
"202505","502","United States","3827","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included","249,098",
"202505","502","United States","3901","Polymers of ethylene, in primary forms.","4,130,998",
"202505","502","United States","3902","Polymers of propylene or of other olefins, in primary forms.","1,106,271",
"202505","502","United States","3903","Polymers of styrene, in primary forms.","1,300,792",
"202505","502","United States","3904","Polymers of vinyl chloride or of other halogenated olefins, in primary forms.","4,938,382",
"202505","502","United States","3905","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms.","2,516,192",
"202505","502","United States","3906","crylic polymers in primary forms.","6,146,271",
"202505","502","United States","3907","Polyacetals, other polyethers and epoxide resins, in primary 
forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms.","8,248,650",
"202505","502","United States","3908","Polyamides in primary forms.","415,410",
"202505","502","United States","3909","minoresins, phenolic resins and polyurethanes, in primary forms.","1,247,430",
"202505","502","United States","3910","Silicones in primary forms","3,937,369",
"202505","502","United States","3911","etroleum resins, coumaroneindene resins, polyterpenes, 
polysulphides, polysulphones and other products specified in 
Note 3 to this Chapter, not elsewhere specified or included, in 
primary forms.","2,977,179",
"202505","502","United States","3912","Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.","2,958,109",
"202505","502","United States","3913","Natural polymers (for example, alginic acid) and modified 
natural polymers (for example, hardened proteins, chemical 
derivatives of natural rubber), not elsewhere specified or 
included, in primary forms.","16,383,278",
"202505","502","United States","3914","Ionexchangers based on polymers of headings 39.01 to 39.13, in primary forms","4,111,358",
"202505","502","United States","3915","Waste, parings and scrap, of plastics.","36,423",
"202505","502","United States","3916","Monofilament of which any crosssectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not surfac
worked but not otherwise worked, of plastics.","27,838,685",
"202505","502","United States","3917","Tubes, pipes and hoses, and fittings therefor (for example, joints,elbows, flanges), of plastics.","43,888,879",
"202505","502","United States","3918","Floor coverings of plastics, whether or not selfadhesive, in rolls 
or in the form of tiles; wall or ceiling coverings of plastics, as 
defined in Note 9 to this Chapter.","55,820,302",
"202505","502","United States","3919","Selfadhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls.","30,516,999",
"202505","502","United States","3920","Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined 
with other materials.","55,869,872",
"202505","502","United States","3921","Other plates, sheets, film, foil and strip, of plastics.","23,895,883",
"202505","502","United States","3922","Baths, showerbaths, sinks, washbasins, bidets, lavatory pans, 
seats and covers, flushing cisterns and similar sanitary ware, of 
plastics.","18,143,627",
"202505","502","United States","3923","Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","199,568,535",
"202505","502","United States","3924","Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics.","277,452,533",
"202505","502","United States","3925","Builders' ware of plastics, not elsewhere specified or included.","41,468,720",
"202505","502","United States","3926","Other articles of plastics and articles of other materials of headings 39.01 to 39.14.","546,264,944",
"202505","502","United States","4001","Natural rubber, balata, guttapercha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip.","515",
"202505","502","United States","4002","Synthetic rubber and factice derived from oils, in primary forms 
or in plates, sheets or strip; mixtures of any product of 
heading 40.01 with any product of this heading, in primary forms 
or in plates, sheets or strip.","1,753,558",
"202505","502","United States","4003","Reclaimed rubber in primary forms or in plates, sheets or strip.","325,427",
"202505","502","United States","4005","ompounded rubber, unvulcanised, in primary forms or in plates, sheets or strip.","11,766",
"202505","502","United States","4006","Other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber.","81,373",
"202505","502","United States","4007","Vulcanised rubber thread and cord.","897,340",
"202505","502","United States","4008","lates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.","3,351,357",
"202505","502","United States","4009","Tubes, pipes and hoses, of vulcanised rubber other than hard 
rubber, with or without their fittings (for example, joints, elbows, 
flanges).","16,515,179",
"202505","502","United States","4010","Conveyor or transmission belts or belting, of vulcanised rubber.","8,415,929",
"202505","502","United States","4011","New pneumatic tyres, of rubber.","29,280,725",
"202505","502","United States","4012","Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber.","2,372,558",
"202505","502","United States","4013","Inner tubes, of rubber.","1,887,157",
"202505","502","United States","4014","Hygienic or pharmaceutical articles (including teats), of 
vulcanised rubber other than hard rubber, with or without 
fittings of hard rubber.","318,000",
"202505","502","United States","4015","Articles of apparel and clothing accessories (including gloves, 
mittens and mitts), for all purposes, of vulcanised rubber other 
than hard rubber.","9,584,972",
"202505","502","United States","4016","Other articles of vulcanised rubber other than hard rubber.","54,231,917",
"202505","502","United States","4017","Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber","519,190",
"202505","502","United States","4107","Leather further prepared after tanning or crusting, including 
parchmentdressed leather, of bovine (including buffalo) or 
equine animals, without hair on, whether or not split, other 
than leather of heading 41.14.","8,723",
"202505","502","United States","4113","Leather further prepared after tanning or crusting, including 
parchmentdressed leather, of other animals, without wool or 
hair on, whether or not split, other than leather of 
heading 41.14.","39,438",
"202505","502","United States","4115","Composition leather with a basis of leather or leather fibre, in 
slabs, sheets or strip, whether or not in rolls; parings and other 
waste of leather or of composition leather, not suitable for the 
manufacture of leather articles; leather dust, powder and flour.","2,811",
"202505","502","United States","4201","Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, saddlebags, dog coats and the like, of any material","21,519,155",
"202505","502","United States","4202","Trunks, suitcases, vanitycases, executivecases, briefcases, 
school satchels, spectacle cases, binocular cases, camera cases, 
musical instrument cases, gun cases, holsters and similar 
containers; travellingbags, insulated food or beverages bags, 
toilet bags, rucksacks, handbags, shoppingbags, wallets, purses, 
mapcases, cigarettecases, tobaccopouches, tool bags, sports 
bags, bottlecases, jewellery boxes, powderboxes, cutlery cases 
and similar containers, of leather or of composition leather, of 
sheeting of plastics, of textile materials, of vulcanised fibre or of 
paperboard, or wholly or mainly covered with such materials or 
with paper.","415,370,724",
"202505","502","United States","4203","Articles of apparel and clothing accessories, of leather or of composition leather.","6,315,888",
"202505","502","United States","4205","Other articles of leather or of composition leather","1,898,872",
"202505","502","United States","4302","Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","4,348",
"202505","502","United States","4303","rticles of apparel, clothing accessories and other articles of furskin.","2,044,674",
"202505","502","United States","4304","Artificial fur and articles thereof","325,360",
"202505","502","United States","4401","Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms","5,715",
"202505","502","United States","4402","Wood charcoal (including shell or nut charcoal), whether or notagglomerated.","68,654",
"202505","502","United States","4404","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walkingsticks,umbrellas, tool handles or the like; chipwood and the like.","65,800",
"202505","502","United States","4405","Wood wool; wood flour.","1,595",
"202505","502","United States","4407","Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or endjointed, of a thickness exceeding 6 mm.","623,797",
"202505","502","United States","4408","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of ≤ 6 mm","576,462",
"202505","502","United States","4409","Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped "tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like" along any of its edges, ends or faces, whether or not planed, sanded or end-jointed","1,246,965",
"202505","502","United States","4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances.","1,146,163",
"202505","502","United States","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances.","9,100,796",
"202505","502","United States","4412","Plywood, veneered panels and similar laminated wood.","9,716,647",
"202505","502","United States","4413","Densified wood, in blocks, plates, strips or profile shapes","91,444",
"202505","502","United States","4414","Wooden frames for paintings, photographs, mirrors or similar objects.","10,596,173",
"202505","502","United States","4415","Packing cases, boxes, crates, drums and similar packings, of wood; cabledrums of wood; pallets, box pallets and other load
boards,of wood; pallet collars of wood.","1,126,971",
"202505","502","United States","4416","Wood casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including stave","10,913",
"202505","502","United States","4417","Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood","33,816",
"202505","502","United States","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.","18,949,890",
"202505","502","United States","4419","Tableware and kitchenware, of wood.","18,426,822",
"202505","502","United States","4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture (excluding furniture, lighting fixtures and parts thereof)","31,404,532",
"202505","502","United States","4421","Other articles of wood.","61,409,870",
"202505","502","United States","4503","Articles of natural cork.","1,550",
"202505","502","United States","4504","Agglomerated cork, with or without a binding substance, and articles of agglomerated cork","296,456",
"202505","502","United States","4601","Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands or woven, in sheet form, whether or not being finished articles (for example, mats, matting, screens).","2,529,578",
"202505","502","United States","4602","Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from goods of heading 46.01; articles of loofah.","9,521,094",
"202505","502","United States","4801","Newsprint, in rolls or sheets","30,056",
"202505","502","United States","4802","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punchcards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or 48.03; handmade paper and paperboard.","220,211",
"202505","502","United States","4803","Toilet or facial tissue stock, towel or napkin stock and similar 
paper of a kind used for household or sanitary purposes, cellulose 
wadding and webs of cellulose fibres, whether or not creped, 
crinkled, embossed, perforated, surfacecoloured, surface
decorated or printed, in rolls or sheets","2,232,589",
"202505","502","United States","4804","Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 48.02 or 48.03.","109,965",
"202505","502","United States","4805","Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in Note 3 to this Chapter.","698,561",
"202505","502","United States","4806","vegetable parchment, greaseproof papers, tracing papers and 
glassine and other glazed transparent or translucent papers, in 
rolls or sheets.","321,738",
"202505","502","United States","4807","Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface
coated or impregnated, whether or not internally reinforced, in rolls or sheets.","6,956",
"202505","502","United States","4808","Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 48.03.","447,729",
"202505","502","United States","4809","Carbon paper, selfcopy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets.","207,461",
"202505","502","United States","4810","Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a 
binder, and with no other coating, whether or not surface coloured, surfacedecorated or printed, in rolls or rectangular (including square) sheets, of any size.","386,125",
"202505","502","United States","4811","Paper, paperboard, cellulose wadding and webs of cellulose fibres,coated,impregnated,covered, surfacecoloured, surface decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in heading 48.03, 48.09 or 48.10.","4,235,785",
"202505","502","United States","4812","Filter blocks, slabs and plates, of paper pulp","1,309",
"202505","502","United States","4813","Cigarette paper, whether or not cut to size or in the form of booklets or tubes.","5,173",
"202505","502","United States","4814","Wallpaper and similar wall coverings; window transparencies of paper.","2,055,408",
"202505","502","United States","4816","Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ≤ 36 cm or in rectangular or square sheets with no side measuring ＞ 36 cm in the unfolded state, or cut into shapes other than rectangles or squares, together with full duplicator stencils and offset plates of paper, whether or not in boxes","550,804",
"202505","502","United States","4817","Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery.","3,447,115",
"202505","502","United States","4818","Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width ≤ 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serviettes, bedsheets and similar household, sanitary or hospital articles, articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs of cellulose fibres","26,719,177",
"202505","502","United States","4819","Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres, n.e.s.; box files, letter trays, and similar articles, of paperboard of a kind used in offices, shops or the like","70,427,260",
"202505","502","United States","4820","Registers, account books, note books, order books, receipt books, letter pads, memorandum pads,diaries and similar articles, exercise books, blottingpads, binders (looseleaf or other), folders, file covers, manifold business forms, interleaved carbon sets and other articles of stationery, of paper or paperboard; 
albums for samples or for collections and book covers, of paper or paperboard.","37,393,287",
"202505","502","United States","4821","paper or paperboard labels of all kinds, whether or not printed.","11,035,452",
"202505","502","United States","4822","Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened).","518,722",
"202505","502","United States","4823","Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper,paperboard, cellulose wadding or webs of cellulose fibres.","41,767,621",
"202505","502","United States","4901","Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets.","52,621,026",
"202505","502","United States","4902","Newspapers, journals and periodicals, whether or not illustrated or containing advertising material.","44,736",
"202505","502","United States","4903","Children's picture, drawing or colouring books.","27,015,527",
"202505","502","United States","4904","Music, printed or in manuscript, whether or not bound or illustrated","11,339",
"202505","502","United States","4905","Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed.","23,842",
"202505","502","United States","4907","Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title","24,109",
"202505","502","United States","4908","Transfers (decalcomanias)","2,515,146",
"202505","502","United States","4909","Printed or illustrated postcards; printed cards bearing personal 
greetings, messages or announcements, whether or not 
illustrated, with or without envelopes or trimmings.","5,706,256",
"202505","502","United States","4910","Calendars of any kind, printed, including calendar blocks.","5,031,902",
"202505","502","United States","4911","Other printed matter, including printed pictures and photographs.","22,209,524",
"202505","502","United States","5004","Silk yarn (other than yarn spun from silk waste) not put up for retail sale.","1,102,858",
"202505","502","United States","5005","Yarn spun from silk waste, not put up for retail sale.","145,881",
"202505","502","United States","5006","Silk yarn and yarn spun from silk waste, put up for retail sale;silkworm gut.","41,524",
"202505","502","United States","5007","Woven fabrics of silk or of silk waste.","491,050",
"202505","502","United States","5101","Wool, not carded or combed.","16,231",
"202505","502","United States","5106","Yarn of carded wool, not put up for retail sale.","108,040",
"202505","502","United States","5107","Yarn of combed wool, not put up for retail sale.","1,904",
"202505","502","United States","5108","yarn of fine animal hair (carded or combed), not put up for retail sale.","7,650",
"202505","502","United States","5109","Yarn of wool or of fine animal hair, put up for retail sale.","13,789",
"202505","502","United States","5111","Woven fabrics of carded wool or of carded fine animal hair.","47,727",
"202505","502","United States","5112","Woven fabrics of combed wool or of combed fine animal hair.","5,512",
"202505","502","United States","5204","Cotton sewing thread, whether or not put up for retail sale.","144,261",
"202505","502","United States","5205","Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton, not put up for retail sale.","17,729",
"202505","502","United States","5206","otton yarn (other than sewing thread), containing less than 85% by weight of cotton, not put up for retail sale.","7,755",
"202505","502","United States","5207","otton yarn (other than sewing thread) put up for retail sale.","94,926",
"202505","502","United States","5208","Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing not more than 200 g/m2","2,516,878",
"202505","502","United States","5209","Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing more than 200 g/m2","626,153",
"202505","502","United States","5210","Woven fabrics of cotton, containing less than 85% by weight of 
cotton, mixed mainly or solely with manmade fibres, weighing 
not more than 200 g/m2.","60,798",
"202505","502","United States","5211","Woven fabrics of cotton, containing less than 85% by weight of 
cotton, mixed mainly or solely with manmade fibres, weighing 
more than 200 g/m2.","255,806",
"202505","502","United States","5212","Other woven fabrics of cotton.","78,841",
"202505","502","United States","5305","Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile fibres, n.e.s., raw or processed, but not spun; tow, noils and waste of such fibres, incl. yarn waste and garnetted stock","98",
"202505","502","United States","5306","lax yarn.","379",
"202505","502","United States","5307","Yarn of jute or of other textile bast fibres of heading 53.03.","130,378",
"202505","502","United States","5308","Yarn of other vegetable textile fibres; paper yarn.","22,495",
"202505","502","United States","5309","Woven fabrics of flax.","742,343",
"202505","502","United States","5310","Woven fabrics of jute or of other textile bast fibres of heading 5303","55,164",
"202505","502","United States","5311","Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.","14,579",
"202505","502","United States","5401","Sewing thread of manmade filaments, whether or not put up for retail sale.","683,366",
"202505","502","United States","5402","Synthetic filament yarn (other than sewing thread), not put up 
for retail sale, including synthetic monofilament of less than 
67 decitex.","7,489,602",
"202505","502","United States","5403","Artificial filament yarn (other than sewing thread), not put up 
for retail sale, including artificial monofilament of less than 
67 decitex.","32,070",
"202505","502","United States","5404","Synthetic monofilament of 67 decitex or more and of which no crosssectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of synthetic textile materials of an 
apparent width not exceeding 5 mm.","1,436,476",
"202505","502","United States","5405","Artificial monofilament of 67 decitex or more and of which no 
crosssectional dimension exceeds 1 mm; strip and the like (for 
example, artificial straw) of artificial textile materials of an 
apparent width not exceeding 5 mm.","10,270",
"202505","502","United States","5406","Manmade filament yarn (other than sewing thread), put up for retail sale.","334,079",
"202505","502","United States","5407","Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.","14,500,237",
"202505","502","United States","5408","Woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading 54.05.","237,903",
"202505","502","United States","5501","Synthetic filament tow.","100,119",
"202505","502","United States","5503","Synthetic staple fibres, not carded, combed or otherwise processed for spinning.","760,833",
"202505","502","United States","5504","Artificial staple fibres, not carded, combed or otherwise processed for spinning.","196,484",
"202505","502","United States","5506","Synthetic staple fibres, carded, combed or otherwise processed for spinning.","54,225",
"202505","502","United States","5507","Artificial staple fibres, carded, combed or otherwise processed for spinning.","653",
"202505","502","United States","5508","Sewing thread of manmade staple fibres, whether or not put up for retail sale.","333,913",
"202505","502","United States","5509","Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale.","756,039",
"202505","502","United States","5510","Yarn (other than sewing thread) of artificial staple fibres, not put up for retail sale.","37,318",
"202505","502","United States","5511","Yarn (other than sewing thread) of manmade staple fibres, put up for retail sale.","520,499",
"202505","502","United States","5512","Woven fabrics of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres.","638,372",
"202505","502","United States","5513","Woven fabrics of synthetic staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with
cotton, of a weight not exceeding 170 g/m2.","552,237",
"202505","502","United States","5514","Woven fabrics of synthetic staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170g/m2.","322,186",
"202505","502","United States","5515","Other woven fabrics of synthetic staple fibres.","394,366",
"202505","502","United States","5516","Woven fabrics of artificial staple fibres.","408,613",
"202505","502","United States","5601","Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock),textile dust and mill neps.","1,382,788",
"202505","502","United States","5602","Felt, whether or not impregnated, coated, covered or laminated.","3,024,819",
"202505","502","United States","5603","Nonwovens, whether or not impregnated, coated, covered or laminated.","15,268,304",
"202505","502","United States","5604","Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or sheathed with rubber or plastics","2,656,566",
"202505","502","United States","5605","Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 5404 or 5405, of textile fibres, combined with metal in the form of thread, strip or powder or covered with metal","124,316",
"202505","502","United States","5606","Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock chenille yarn, and loop wale-yarn","1,412,296",
"202505","502","United States","5607","Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics","9,963,476",
"202505","502","United States","5608","Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials.","6,874,931",
"202505","502","United States","5609","Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included.","4,519,714",
"202505","502","United States","5701","Carpets and other textile floor coverings, knotted, whether or not made up.","2,870,656",
"202505","502","United States","5702","Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, incl. Kelem, Schumacks, Karamanie and similar hand-woven rugs","18,045,198",
"202505","502","United States","5703","Carpets and other textile floor coverings, tufted, whether or not made up.","11,282,131",
"202505","502","United States","5704","Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up","87,869",
"202505","502","United States","5705","Other carpets and other textile floor coverings, whether or not made up.","35,613,498",
"202505","502","United States","5801","Woven pile fabrics and chenille fabrics (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)","3,987,521",
"202505","502","United States","5802","Terry towelling and similar woven terry fabrics, tufted textile fabrics (excluding narrow woven fabrics of heading 5806, carpets and other floor coverings)","90,417",
"202505","502","United States","5803","Gauze, other than narrow fabrics of heading 58.06","175,716",
"202505","502","United States","5804","Tulles and other net fabrics, not including woven, knitted or 
crocheted fabrics; lace in the piece, in strips or in motifs, other 
than fabrics of headings 60.02 to 60.06.","1,692,955",
