"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","US dollar",
"202505","502","United States","6115","Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery [e.g., stockings for varicose veins] and footwear without applied soles, knitted or crocheted (excluding for babies)","102,625,237",
"202505","502","United States","6116","Gloves, mittens and mitts, knitted or crocheted (excluding for babies)","34,686,712",
"202505","502","United States","6117","Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.","17,382,718",
"202505","502","United States","6201","Men’s or boys’ overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind
jackets and similar articles, other than those of heading 62.03.","34,606,211",
"202505","502","United States","6202","Women’s or girls’ overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.","27,361,040",
"202505","502","United States","6203","Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (excluding knitted or crocheted, wind-jackets and similar articles, separate waistcoats, tracksuits, ski suits and swimwear)","153,570,285",
"202505","502","United States","6204","Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (excluding knitted or crocheted, wind-jackets and similar articles, slips, petticoats and panties, tracksuits, ski suits and swimwear)","500,800,259",
"202505","502","United States","6205","Men's or boys' shirts.","40,277,103",
"202505","502","United States","6206","Women's or girls' blouses, shirts and shirtblouses.","30,327,227",
"202505","502","United States","6207","Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles","2,645,847",
"202505","502","United States","6208","Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns, housecoats and similar articles (excluding knitted or crocheted, brassières, girdles, corsets and similar articles)","14,567,191",
"202505","502","United States","6209","Babies garments and clothing accessories of textile materials (excluding knitted or crocheted and hats)","4,077,280",
"202505","502","United States","6210","Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excluding knitted or crocheted, and babies' garments and clothing accessories)","45,434,748",
"202505","502","United States","6211","Tracksuits, ski suits, swimwear and other garments, n.e.s.","86,774,983",
"202505","502","United States","6212","Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excluding belts and corselets made entirely of rubber)","65,581,850",
"202505","502","United States","6213","Handkerchiefs","824,618",
"202505","502","United States","6214","Shawls, scarves, mufflers, mantillas, veils and similar articles","6,997,029",
"202505","502","United States","6215","Ties, bow ties and cravats of textile materials","3,228,146",
"202505","502","United States","6216","Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted and for babies)","7,009,527",
"202505","502","United States","6217","Made-up clothing accessories and parts of garments or clothing accessories, of all types of textile materials, n.e.s.","4,161,399",
"202505","502","United States","6301","Blankets and travelling rugs","69,340,607",
"202505","502","United States","6302","Bed linen, table linen, toilet linen and kitchen linen.","183,123,393",
"202505","502","United States","6303","Curtains (including drapes) and interior blinds; curtain or bed valances.","71,151,975",
"202505","502","United States","6304","Other furnishing articles, excluding those of heading 94.04.","56,954,689",
"202505","502","United States","6305","Packs and bags, of a kind used for the packing of goods.","10,925,686",
"202505","502","United States","6306","Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods.”","80,304,693",
"202505","502","United States","6307","other made up articles, including dress patterns.","185,586,200",
"202505","502","United States","6308","Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered
table cloths or serviettes, or similar textile articles, put up in packings for retail sale.","1,066,063",
"202505","502","United States","6309","Worn clothing and other worn articles.","28,370",
"202505","502","United States","6310","Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials","1,326",
"202505","502","United States","6401","Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor
assembled by stitching, riveting, nailing, screwing, plugging or similar processes.","7,973,980",
"202505","502","United States","6402","Other footwear with outer soles and uppers of rubber or plastics.","211,877,419",
"202505","502","United States","6403","ootwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather.","103,625,385",
"202505","502","United States","6404","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials.","144,901,201",
"202505","502","United States","6405","Other footwear.","10,833,595",
"202505","502","United States","6406","Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof (excluding articles of asbestos)","8,340,319",
"202505","502","United States","6502","Hatshapes, plaited or made by assembling strips of any 
material, neither blocked to shape, nor with made brims, nor 
lined, nor trimmed","728,004",
"202505","502","United States","6504","Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed","3,192,457",
"202505","502","United States","6505","Hats and other headgear, knitted or crocheted, or made up from 
lace, felt or other textile fabric, in the piece (but not in strips), 
whether or not lined or trimmed; hairnets of any material, 
whether or not lined or trimmed","59,328,168",
"202505","502","United States","6506","Other headgear, whether or not lined or trimmed.","21,260,805",
"202505","502","United States","6507","Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear","1,642,144",
"202505","502","United States","6601","Umbrellas and sun umbrellas (including walkingstick umbrellas, garden umbrellas and similar umbrellas).","22,612,421",
"202505","502","United States","6602","Walkingsticks, seatsticks, whips, ridingcrops and the like","3,708,519",
"202505","502","United States","6603","Parts, trimmings and accessories of articles of heading 66.01 or 66.02.","2,867,533",
"202505","502","United States","6701","Skins and other parts of birds with their feathers or down, 
feathers, parts of feathers, down and articles thereof (other than 
goods of heading 05.05 and worked quills and scapes)","1,229,728",
"202505","502","United States","6702","Artificial flowers, foliage and fruit and parts thereof; articles made of artificial flowers, foliage or fruit.","123,070,740",
"202505","502","United States","6703","Human hair, dressed, thinned, bleached or otherwise worked; 
wool or other animal hair or other textile materials, prepared for 
use in making wigs or the like.","400,903",
"202505","502","United States","6704","igs, false beards, eyebrows and eyelashes, switches and the like, 
of human or animal hair or of textile materials; articles of 
human hair not elsewhere specified or included.","175,984,471",
"202505","502","United States","6801","Setts, curbstones and flagstones, of natural stone (except slate).","28,028",
"202505","502","United States","6802","Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 68.01; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chippings and powder, of natural stone (including slate).","15,282,603",
"202505","502","United States","6803","Worked slate and articles of slate or of agglomerated slate.","942,733",
"202505","502","United States","6804","Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, pulping, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials","3,902,690",
"202505","502","United States","6805","Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether 
or not cut to shape or sewn or otherwise made up.","4,745,973",
"202505","502","United States","6806","Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials","1,319,959",
"202505","502","United States","6807","Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch).","65,393",
"202505","502","United States","6808","Panels, boards, tiles, blocks and similar articles of vegetable 
fibre, of straw or of shavings, chips, particles, sawdust or other 
waste, of wood, agglomerated with cement, plaster or other 
mineral binders","891,262",
"202505","502","United States","6809","Articles of plaster or of compositions based on plaster.","251,722",
"202505","502","United States","6810","Articles of cement, of concrete or of artificial stone, whether or not reinforced.","21,168,373",
"202505","502","United States","6811","Articles of asbestos-cement, of cellulose fibre-cement or the like.","754,204",
"202505","502","United States","6812","Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 68.11 or 68.13.","45,324",
"202505","502","United States","6813","Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, pads, not mounted, for brakes, clutches or the like, with a basis of asbestos, other mineral substances or cellulose, whether or not combined with textile or other materials","202,823",
"202505","502","United States","6814","Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials.","413,621",
"202505","502","United States","6815","Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not 
elsewhere specified or included.","7,018,343",
"202505","502","United States","6901","Bricks, blocks, tiles and other ceramic goods of siliceous fossil 
meals (for example, kieselguhr, tripolite or diatomite) or of 
similar siliceous earths","3,566",
"202505","502","United States","6902","Refractory bricks, blocks, tiles and similar refractory ceramic 
constructional goods, other than those of siliceous fossil meals or 
similar siliceous earths.","1,938,255",
"202505","502","United States","6903","Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and slide gates), other than those of siliceous fossil meals or of similar siliceous earths.”","479,229",
"202505","502","United States","6904","Geramic building bricks, flooring blocks, support or filler tiles and the like.","285,883",
"202505","502","United States","6905","Roofing tiles, chimneypots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods.","56,556",
"202505","502","United States","6906","Ceramic pipes, conduits, guttering and pipe fittings","31,476",
"202505","502","United States","6907","Geramic flags and paving, hearth or wall tiles; ceramic mosaic 
cubes and the like, whether or not on a backing; finishing 
ceramics.","1,527,140",
"202505","502","United States","6909","Geramic wares for laboratory, chemical or other technical uses; 
ceramic troughs, tubs and similar receptacles of a kind used in 
agriculture; ceramic pots, jars and similar articles of a kind used 
for the conveyance or packing of goods.","4,159,761",
"202505","502","United States","6910","Geramic sinks, wash basins, wash basin pedestals, baths, bidets, 
water closet pans, flushing cisterns, urinals and similar sanitary 
fixtures.","44,190,447",
"202505","502","United States","6911","Tableware, kitchenware, other household articles and toilet articles, of porcelain or china.","54,965,356",
"202505","502","United States","6912","Geramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china.","9,707,661",
"202505","502","United States","6913","Statuettes and other ornamental ceramic articles.","18,730,596",
"202505","502","United States","6914","Other ceramic articles.","14,491,427",
"202505","502","United States","7001","Cullet and other waste and scrap of glass, excluding glass from cathode ray tubes or other activated glass of heading 85.49; glass in the mass.","425,246",
"202505","502","United States","7002","Glass in balls (other than microspheres of heading 70.18), rods or tubes, unworked.","930,052",
"202505","502","United States","7003","Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or nonreflecting layer, but not 
otherwise worked.","254,696",
"202505","502","United States","7004","Drawn glass and blown glass, in sheets, whether or not having an 
absorbent, reflecting or nonreflecting layer, but not otherwise 
worked.","65,119",
"202505","502","United States","7005","Float glass and surface ground or polished glass, in sheets, 
whether or not having an absorbent, reflecting or nonreflecting 
layer, but not otherwise worked.","858,163",
"202505","502","United States","7006","Glass of heading 70.03, 70.04 or 70.05, bent, edgeworked, 
engraved, drilled, enamelled or otherwise worked, but not 
framed or fitted with other materials.","1,795,121",
"202505","502","United States","7007","safety glass, consisting of toughened (tempered) or laminated glass.","39,463,547",
"202505","502","United States","7008","Multiplewalled insulating units of glass.","1,331,324",
"202505","502","United States","7009","Glass mirrors, whether or not framed, including rearview mirrors.","59,507,431",
"202505","502","United States","7010","Carboys, bottles, flasks, jars, pots, phials, ampoules and other 
containers, of glass, of a kind used for the conveyance or packing 
of goods; preserving jars of glass; stoppers, lids and other 
closures, of glass.","35,089,089",
"202505","502","United States","7011","Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathoderay tubes or the like.","29,408",
"202505","502","United States","7013","Glassware of a kind used for table, kitchen, toilet, office, indoor 
decoration or similar purposes (other than that of 
heading 70.10 or 70.18).","67,144,055",
"202505","502","United States","7014","Signalling glassware and optical elements of glass (other than those of heading 70.15), not optically worked.","54,170",
"202505","502","United States","7015","Clock or watch glasses and similar glasses, glasses for non
corrective or corrective spectacles, curved, bent, hollowed or the 
like, not optically worked; hollow glass spheres and their 
segments, for the manufacture of such glasses.","986",
"202505","502","United States","7016","Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like;
multicellular or foam glass in blocks, panels, plates, shells or similar forms.","4,050,411",
"202505","502","United States","7017","Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated.","1,460,499",
"202505","502","United States","7018","Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares, and articles thereof other
than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lampworked glass, other than 
imitation jewellery; glass microspheres not exceeding 1mm in diameter.","10,924,671",
"202505","502","United States","7019","Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics).","16,476,949",
"202505","502","United States","7020","Other articles of glass","1,591,615",
"202505","502","United States","7101","Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured,
temporarily strung for convenience of transport.","40,666",
"202505","502","United States","7103","Precious stones and semi-precious stones, whether or not worked or graded, but not strung, mounted or set, ungraded precious stones and semi-precious stones, temporarily strung for convenience of transport","26,152",
"202505","502","United States","7104","Synthetic or reconstructed precious or semiprecious stones, 
whether or not worked or graded but not strung, mounted or set; 
ungraded synthetic or reconstructed precious or semiprecious 
stones, temporarily strung for convenience of transport.","675,130",
"202505","502","United States","7105","Dust and powder of natural or synthetic precious or semiprecious stones.","1,177,499",
"202505","502","United States","7107","Base metals clad with silver, not further worked than semimanufactured.","96,524",
"202505","502","United States","7110","Platinum, unwrought or in semimanufactured forms, or in powder form.","75,416",
"202505","502","United States","7113","Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal.","8,482,725",
"202505","502","United States","7114","Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal.","417,263",
"202505","502","United States","7115","Other articles of precious metal or of metal clad with precious metal.","161,223",
"202505","502","United States","7116","Articles of natural or cultured pearls, precious or semiprecious stones (natural, synthetic or reconstructed).","3,853,415",
"202505","502","United States","7117","Imitation jewellery.","52,576,064",
"202505","502","United States","7118","Coin.","38,121",
"202505","502","United States","7202","Ferroalloys.","1,132,739",
"202505","502","United States","7203","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms.","131,069",
"202505","502","United States","7205","Nranules and powders, of pig iron, spiegeleisen, iron or steel","391,305",
"202505","502","United States","7208","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, hotrolled, not clad, plated or coated.","162,921",
"202505","502","United States","7209","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, coldrolled (coldreduced), not clad, plated or coated.","91,753",
"202505","502","United States","7210","at-rolled products of iron or non-alloy steel, of a width ≥ 600 mm, hot-rolled or cold-rolled "cold-reduced", clad, plated or coated","2,897,444",
"202505","502","United States","7211","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, not clad, plated or coated.","4,707",
"202505","502","United States","7212","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, clad, plated or coated.","1,761,485",
"202505","502","United States","7213","Bars and rods, hotrolled, in irregularly wound coils, of iron or nonalloy steel.","1,599",
"202505","502","United States","7214","Other bars and rods of iron or nonalloy steel, not further worked than forged, hotrolled, hotdrawn or hotextruded, but including those twisted after rolling.","4,868",
"202505","502","United States","7215","Other bars and rods of iron or nonalloy steel.","133,942",
"202505","502","United States","7216","Angles, shapes and sections of iron or nonalloy steel.","947,331",
"202505","502","United States","7217","Wire of iron or nonalloy steel.","5,219,080",
"202505","502","United States","7219","Flat-rolled products of stainless steel, of a width of 600 mm or more.","4,513,774",
"202505","502","United States","7220","Flat-rolled products of stainless steel, of a width of less than 600 mm.","1,006,935",
"202505","502","United States","7221","Bars and rods, hotrolled, in irregularly wound coils, of stainless steel.","26,809",
"202505","502","United States","7222","Other bars and rods of stainless steel; angles, shapes and sections of stainless steel.","323,741",
"202505","502","United States","7223","Wire of stainless steel","1,197,837",
"202505","502","United States","7225","Flat-rolled products of other alloy steel, of a width of 600 mm or more.","11,139,375",
"202505","502","United States","7226","Flat-rolled products of alloy steel other than stainless, of a width of ≥ 600 mm, hot-rolled or cold-rolled "cold-reduced" and further worked (excluding plated or coated with zinc and products of silicon-electrical steel)","1,337,389",
"202505","502","United States","7228","Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or nonalloy steel.","969,170",
"202505","502","United States","7229","Wire of other alloy steel.","1,308,174",
"202505","502","United States","7301","Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel.","28,004",
"202505","502","United States","7302","Railway or tramway track construction material of iron or steel, the following : rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers "cross-ties", fish-plates, chairs, chair wedges, sole plates "base plates", rail clips, bedplates, ties and other material specialised for jointing or fixing rails","1,679,142",
"202505","502","United States","7303","Tubes, pipes and hollow profiles, of cast iron.","60,916",
"202505","502","United States","7304","Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel.","10,837,632",
"202505","502","United States","7305","Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406.4 mm, of iron or steel.","323,422",
"202505","502","United States","7306","Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","3,625,713",
"202505","502","United States","7307","Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","43,651,035",
"202505","502","United States","7308","Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridgesections, lockgates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel.","117,731,124",
"202505","502","United States","7309","eservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heatinsulated, but not fitted with mechanical or thermal equipment.","2,598,613",
"202505","502","United States","7310","anks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heatinsulated, but not fitted with mechanical or thermal equipment.","13,327,448",
"202505","502","United States","7311","Containers for compressed or liquefied gas, of iron or steel.","12,170,993",
"202505","502","United States","7312","Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","11,766,848",
"202505","502","United States","7313","Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.","247,710",
"202505","502","United States","7314","Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","22,076,811",
"202505","502","United States","7315","Chain and parts thereof, of iron or steel.","13,389,977",
"202505","502","United States","7316","Anchors, grapnels and parts thereof, of iron or steel.","2,579,632",
"202505","502","United States","7317","Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 83.05) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper.","20,482,346",
"202505","502","United States","7318","Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotterpins, washers (including spring washers) and similar articles, of iron or steel.","95,463,852",
"202505","502","United States","7319","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.","1,866,150",
"202505","502","United States","7320","Springs and leaves for springs, of iron or steel.","8,852,970",
"202505","502","United States","7321","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gasrings, plate warmers and similar nonelectric domestic appliances, and parts thereof, of iron or steel.","80,880,210",
"202505","502","United States","7322","Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motordriven fan or blower, and parts thereof, of iron or steel.","1,746,887",
"202505","502","United States","7323","Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","151,277,552",
"202505","502","United States","7324","Sanitary ware and parts thereof, of iron or steel.","42,167,479",
"202505","502","United States","7325","Other cast articles of iron or steel.","10,205,572",
"202505","502","United States","7326","Other articles of iron or steel.","281,158,025",
"202505","502","United States","7403","Refined copper and copper alloys, unwrought.","128,341,159",
"202505","502","United States","7407","Copper bars, rods and profiles.","1,253,783",
"202505","502","United States","7408","Copper wire.","1,512,484",
"202505","502","United States","7409","Copper plates, sheets and strip, of a thickness exceeding 0.15mm.","6,470,343",
"202505","502","United States","7410","Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15 mm.","1,176,914",
"202505","502","United States","7411","Copper tubes and pipes.","14,066,860",
"202505","502","United States","7412","Copper tube or pipe fittings (for example, couplings, elbows, sleeves).","10,031,263",
"202505","502","United States","7413","Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated.","846,888",
"202505","502","United States","7415","Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotterpins, washers (including spring washers) and similar articles, of copper.","2,300,772",
"202505","502","United States","7418","Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper.","6,401,586",
"202505","502","United States","7419","Other articles of copper.","4,321,815",
"202505","502","United States","7505","Nickel bars, rods, profiles and wire.","1,838,708",
"202505","502","United States","7506","Nickel plates, sheets, strip and foil.","191,764",
"202505","502","United States","7507","Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).","508,873",
"202505","502","United States","7508","Other articles of nickel.","640,905",
"202505","502","United States","7601","Unwrought aluminium.","2,327",
"202505","502","United States","7603","Aluminium powders and flakes.","444,105",
"202505","502","United States","7604","Aluminium bars, rods and profiles.","1,320,466",
"202505","502","United States","7605","Aluminium wire.","346,825",
"202505","502","United States","7606","Aluminium plates, sheets and strip, of a thickness exceeding 0.2 mm.","12,037,395",
"202505","502","United States","7607","Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm.","11,529,788",
"202505","502","United States","7608","Aluminium tubes and pipes.","431,218",
"202505","502","United States","7609","Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","3,299,216",
"202505","502","United States","7610","Aluminium structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridgesections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balustrades, pillars and columns); aluminium plates, rods, profiles, tubes and the like, prepared for use in structures.","58,415,121",
"202505","502","United States","7612","Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 l, whether or not lined or heatinsulated, but not fitted with mechanical or thermal equipment.","3,698,297",
"202505","502","United States","7613","Aluminium containers for compressed or liquefied gas.","954,966",
"202505","502","United States","7614","Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated.","218,131",
"202505","502","United States","7615","Table, kitchen or other household articles and parts thereof, of aluminium; pot scourers and scouring or polishing pads, gloves and the like, of aluminium; sanitary ware and parts thereof, of aluminium.","49,263,338",
"202505","502","United States","7616","Other articles of aluminium.","91,563,745",
"202505","502","United States","7804","Lead plates, sheets, strip and foil; lead powders and flakes.","2,044",
"202505","502","United States","7806","Other articles of lead.","74,273",
"202505","502","United States","7904","Zinc bars, rods, profiles and wire.","49,315",
"202505","502","United States","7907","Other articles of zinc.","1,958,568",
"202505","502","United States","8001","Unwrought tin.","2,474,504",
"202505","502","United States","8007","Other articles of tin.","48,159",
"202505","502","United States","8101","Wungsten (wolfram) and articles thereof, including waste and scrap.","686,930",
"202505","502","United States","8102","Molybdenum and articles thereof, including waste and scrap.","512,604",
"202505","502","United States","8103","Tantalum and articles thereof, including waste and scrap.","3,409,759",
"202505","502","United States","8104","Magnesium and articles thereof, including waste and scrap.","4,340,559",
"202505","502","United States","8105","Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap.","10,765,767",
"202505","502","United States","8108","Titanium and articles thereof, including waste and scrap.","7,659,618",
"202505","502","United States","8109","Zirconium and articles thereof, including waste and scrap.","159,420",
"202505","502","United States","8111","Manganese and articles thereof, including waste and scrap","1,094,974",
"202505","502","United States","8112","Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium, niobium and their products, including waste and scrap:","6,082,408",
"202505","502","United States","8113","Cermets and articles thereof, including waste and scrap.","860,668",
"202505","502","United States","8201","Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","12,422,342",
"202505","502","United States","8202","Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).","11,508,208",
"202505","502","United States","8203","Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipecutters, bolt croppers, perforating punches and similar hand tools.","19,842,959",
"202505","502","United States","8204","Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); interchangeable spanner sockets, with or without handles.","31,410,544",
"202505","502","United States","8205","Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machinetools or waterjet cutting machines; anvils; portable forges; hand or pedaloperated grinding wheels with frameworks.","62,614,574",
"202505","502","United States","8206","Tools of two or more of the headings 82.02 to 82.05, put up in sets for retail sale.","18,283,881",
"202505","502","United States","8207","Interchangeable tools for hand tools, whether or not poweroperated, or for machinetools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock drilling or earth boring tools.","46,905,541",
"202505","502","United States","8208","Knives and cutting blades, for machines or for mechanical appliances.","5,906,095",
"202505","502","United States","8209","Plates, sticks, tips and the like for tools, unmounted, of cermets.","3,074,001",
"202505","502","United States","8210","Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink.","4,206,838",
"202505","502","United States","8211","Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 82.08, and blades therefor.","28,332,660",
"202505","502","United States","8212","Razors and razor blades (including razor blade blanks in strips).","8,039,937",
"202505","502","United States","8213","Scissors, tailors' shears and similar shears, and blades therefor.","12,806,417",
"202505","502","United States","8214","Other articles of cutlery (for example, hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paper knives); manicure or pedicure sets and instruments (including nail files).","12,014,091",
"202505","502","United States","8215","Spoons, forks, ladles, skimmers, cakeservers, fishknives, butterknives, sugar tongs and similar kitchen or tableware.","29,951,822",
"202505","502","United States","8301","Padlocks and locks (key, combination or electrically operated), of 
base metal; clasps and frames with clasps, incorporating locks, of 
base metal; keys for any of the foregoing articles, of base metal","66,547,970",
"202505","502","United States","8302","Base metal mountings, fittings and similar articles suitable for 
furniture, doors, staircases, windows, blinds, coachwork, 
saddlery, trunks, chests, caskets or the like; base metal hatracks, 
hatpegs, brackets and similar fixtures; castors with mountings of 
base metal; automatic door closers of base metal","154,635,340",
"202505","502","United States","8303","Armoured or reinforced safes, strongboxes and doors and safe 
deposit lockers for strongrooms, cash or deed boxes and the like, 
of base metal","13,745,030",
