Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202203,502,United States,106,Other live animals,635338.0
202203,502,United States,208,"Other meat and edible meat offal, fresh, chilled or frozen",221500.0
202203,502,United States,301,Live fish,77529.0
202203,502,United States,302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",209649.0
202203,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",7658132.0
202203,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",35849191.0
202203,502,United States,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process",4617134.0
202203,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",6361532.0
202203,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",25111817.0
202203,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",897941.0
202203,502,United States,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",27062.0
202203,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",42362.0
202203,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",85368.0
202203,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",7530.0
202203,502,United States,407,"Birds' eggs, in shell, fresh, preserved or cooked",875557.0
202203,502,United States,408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",610340.0
202203,502,United States,409,atural honey,80470.0
202203,502,United States,410,"Insects and other edible products of animal origin, not elsewhere specified or included",795535.0
202203,502,United States,502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair",633392.0
202203,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",5867449.0
202203,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",8287396.0
202203,502,United States,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",5100.0
202203,502,United States,508,"Coral and similar materials, unworked or simply prepared bunot otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared bunot cut to shape, powder and waste thereof",236768.0
