Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202312,502,United States,10619,Other mammals,2707192.0
202312,502,United States,10649,Other insects,1837.0
202312,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",2383348.0
202312,502,United States,30111,Ornamental fish of freshwater,172138.0
202312,502,United States,30223,"Sole (Solea spp) ,fresh or chilled",63932.0
202312,502,United States,30289,"Other fish,fresh or chilled",2820965.0
202312,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",3197081.0
202312,502,United States,30324,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) , frozen",238943.0
202312,502,United States,30326,"Eels (Anguilla spp) , frozen",2215279.0
202312,502,United States,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",135.0
202312,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",174621.0
202312,502,United States,30353,"Sardines (Sardina pilchardus, Sardinops spp), sardinella (Sardinella spp), brisling or sprats (Sprattus sprattus),frozen",217970.0
202312,502,United States,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen",458551.0
202312,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",1833665.0
202312,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",256788.0
202312,502,United States,30389,"Other fish ,frozen",82013055.0
202312,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),3952607.0
202312,502,United States,30462,"Frozen fillets of catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",2391908.0
202312,502,United States,30469,"Frozen fillets of carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."" and snakeheads ""Channa spp.""""",1823597.0
202312,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",145188376.0
202312,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),30868318.0
202312,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)",2944793.0
202312,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),30976103.0
