Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202308,502,United States,10619,Other mammals,4398030.0
202308,502,United States,10620,Reptiles (including snakes and turtles),64337.0
202308,502,United States,10641,Bees,21.0
202308,502,United States,10649,Other insects,3017.0
202308,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",1691617.0
202308,502,United States,30111,Ornamental fish of freshwater,329314.0
202308,502,United States,30289,"Other fish,fresh or chilled",2550786.0
202308,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",4178978.0
202308,502,United States,30326,"Eels (Anguilla spp) , frozen",2211214.0
202308,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",125652.0
202308,502,United States,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen",760879.0
202308,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",35447.0
202308,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",264464.0
202308,502,United States,30389,"Other fish ,frozen",80888989.0
202308,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),2515562.0
202308,502,United States,30462,"Frozen fillets of catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",4902280.0
202308,502,United States,30469,"Frozen fillets of carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."" and snakeheads ""Channa spp.""""",206017.0
202308,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",122040829.0
202308,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),51199305.0
202308,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)",1699912.0
202308,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),26569990.0
202308,502,United States,30481,"Frozen fillets of Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",119077191.0
202308,502,United States,30483,"Frozen fillets of flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",39801365.0
202308,502,United States,30489,"Frozen fish fillets, n.e.s.",8566737.0
202308,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",1255279.0
202308,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",992816.0
202308,502,United States,30499,Frozen fish meat n.e.s. (excluding fillets),107028.0
202308,502,United States,30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",8431943.0
