Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202210,502,United States,106,Other live animals,1564295.0
202210,502,United States,201,"Meat of bovine animals, fresh or chilled",108776458.0
202210,502,United States,202,"Meat of bovine animals, frozen",793078567.0
202210,502,United States,203,"Meat of swine, fresh, chilled or frozen",120781916.0
202210,502,United States,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",542334378.0
202210,502,United States,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",560359616.0
202210,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",653903571.0
202210,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",41345762.0
202210,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",183612245.0
202210,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",132093103.0
202210,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",1227996.0
202210,502,United States,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",220734.0
202210,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",109113025.0
202210,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",2808788.0
202210,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",198552846.0
202210,502,United States,406,Cheese and curd,22804990.0
202210,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",284737737.0
202210,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",3715058.0
202210,502,United States,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",758904.0
202210,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",59972225.0
202210,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",1667710.0
202210,502,United States,603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared.",28759.0
