Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202106,502,United States,10310,Purebred breeding swine,3133645.0
202106,502,United States,10511,"Fowls of the species Gallus omesticus, weighing not more than 185 g",3044064.0
202106,502,United States,10619,Other mammals,438330.0
202106,502,United States,10649,Other insects,4641.0
202106,502,United States,10690,Other lives animals,1962.0
202106,502,United States,20120,Other cuts with bone in,737673.0
202106,502,United States,20130,Boneless,12233323.0
202106,502,United States,20220,Other cuts with bone in,8681684.0
202106,502,United States,20230,Boneless,85045063.0
202106,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",72146340.0
202106,502,United States,20329,Other frozen meat of swine,54451569.0
202106,502,United States,20610,"Of bovine animals, fresh or chilled",3488.0
202106,502,United States,20621,"Tongues of bovine animals,frozen",382271.0
202106,502,United States,20629,"Other edible offal of bovine animals,frozen",1590437.0
202106,502,United States,20649,"Other edible offal of swine,frozen",61104239.0
202106,502,United States,20714,"Cuts and offal, frozen",58037890.0
202106,502,United States,20727,"Cuts and offal of turkeys , frozen",920568.0
202106,502,United States,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2948181.0
202106,502,United States,30311,"Sockeye salmon (red salmon) (Oncorhynchus nerka) ,frozen",377202.0
202106,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",2368307.0
202106,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",13709562.0
202106,502,United States,30351,"Herrings (Clupea harengus, Clupea pallasii) ,frozen",7228431.0
202106,502,United States,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",3769210.0
202106,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",2731625.0
202106,502,United States,30389,"Other fish ,frozen",5366855.0
202106,502,United States,30391,"Livers, roes and milt,frozen",685408.0
202106,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen",201986.0
202106,502,United States,30475,Frozen fillets of alaska Pollack (Theragra chalcogramma),505044.0
202106,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",1907312.0
202106,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",180851.0
202106,502,United States,30520,"Livers, roes and milt of fish, dried, smoked, salted or in brine",388608.0
202106,502,United States,30614,Frozen crabs,9058011.0
202106,502,United States,30632,"Lobsters (Homarus spp), whether in shell or not, live, fresh or chilled",8689597.0
202106,502,United States,30633,"Crabs , whether in shell or not, live, fresh or chilled",2604407.0
202106,502,United States,30635,"Coldwater shrimps and prawns (Pandalus spp, Crangon crangon), whether in shell or not, live, fresh or chilled",55964.0
202106,502,United States,30636,"Other shrimps and prawns, whether in shell or not, live, fresh or chilled",466684.0
202106,502,United States,30711,"Oysters, live, fresh, chilled",21166.0
