Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202507,502,United States,10619,Other mammals,176274.0
202507,502,United States,10649,Other insects,1152.0
202507,502,United States,10690,Other lives animals,293.0
202507,502,United States,20130,Boneless,2877839.0
202507,502,United States,20220,Other cuts with bone in,459230.0
202507,502,United States,20230,Boneless,4764098.0
202507,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",1909074.0
202507,502,United States,20329,Other frozen meat of swine,521976.0
202507,502,United States,20629,"Other edible offal of bovine animals,frozen",473912.0
202507,502,United States,20649,"Other edible offal of swine,frozen",22306912.0
202507,502,United States,20714,"Cuts and offal, frozen",1078304.0
202507,502,United States,30119,Other ornamental fish,3930.0
202507,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",742674.0
202507,502,United States,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",61542.0
202507,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",17086908.0
202507,502,United States,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",8335736.0
202507,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",6403922.0
202507,502,United States,30389,"Other fish ,frozen",14203816.0
202507,502,United States,30391,"Livers, roes and milt,frozen",353266.0
202507,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen",253194.0
202507,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",390164.0
202507,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),382058.0
202507,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",102144.0
202507,502,United States,30520,"Livers, roes and milt of fish, dried, smoked, salted or in brine",872340.0
202507,502,United States,30632,"Lobsters (Homarus spp), whether in shell or not, live, fresh or chilled",10764775.0
202507,502,United States,30633,"Crabs , whether in shell or not, live, fresh or chilled",269613.0
202507,502,United States,30635,"Coldwater shrimps and prawns (Pandalus spp, Crangon crangon), whether in shell or not, live, fresh or chilled",69986.0
202507,502,United States,30636,"Other shrimps and prawns, whether in shell or not, live, fresh or chilled",290477.0
202507,502,United States,30711,"Oysters, live, fresh, chilled",10463.0
202507,502,United States,30743,"Frozen cuttle fish and squid, with or without shell",5692003.0
202507,502,United States,30791,"Other molluscs,live/fresh/chilled",5521305.0
202507,502,United States,40120,"Milk and cream of a fat content, by weight, exceeding 1% but not exceeding 6%",3087.0
202507,502,United States,40140,"Milk and cream of a fat content, by weight, exceeding 6% but not exceeding 10%",420.0
202507,502,United States,40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",21888757.0
202507,502,United States,40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",11309.0
202507,502,United States,40510,Butter,65224.0
202507,502,United States,40610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",59770.0
202507,502,United States,40620,"Grated or powdered cheese, of all kinds",73131.0
