Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202005,502,United States,10619,Other mammals,453837.0
202005,502,United States,10620,Reptiles (including snakes and turtles),56333.0
202005,502,United States,10649,Other insects,363.0
202005,502,United States,20120,Other cuts with bone in,45166.0
202005,502,United States,20130,Boneless,802378.0
202005,502,United States,20220,Other cuts with bone in,904809.0
202005,502,United States,20230,Boneless,8078104.0
202005,502,United States,20319,Other fresh or chilled meat of swine,596697.0
202005,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",34378806.0
202005,502,United States,20329,Other frozen meat of swine,157704761.0
202005,502,United States,20621,"Tongues of bovine animals,frozen",376408.0
202005,502,United States,20629,"Other edible offal of bovine animals,frozen",17694.0
202005,502,United States,20649,"Other edible offal of swine,frozen",62252098.0
202005,502,United States,20714,"Cuts and offal, frozen",57226869.0
202005,502,United States,20727,"Cuts and offal of turkeys , frozen",2682839.0
202005,502,United States,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",494669.0
202005,502,United States,30119,Other ornamental fish,29484.0
202005,502,United States,30311,"Sockeye salmon (red salmon) (Oncorhynchus nerka) ,frozen",897332.0
202005,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",1928124.0
202005,502,United States,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",57.0
202005,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",13770261.0
202005,502,United States,30342,"Yellowfin tunas (Thunnus albacares),frozen",145034.0
202005,502,United States,30343,"Skipjack or stripebellied bonito ,frozen",1101294.0
202005,502,United States,30344,"Bigeye tunas (Thunnus obesus) ,frozen",13240.0
