Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202104,502,United States,106,Other live animals,2832839.0
202104,502,United States,208,"Other meat and edible meat offal, fresh, chilled or frozen",2468261.0
202104,502,United States,301,Live fish,513845.0
202104,502,United States,302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",1272070.0
202104,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",62397492.0
202104,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",391132730.0
202104,502,United States,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",12763203.0
202104,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption",25622446.0
202104,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",141556771.0
202104,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption",522324.0
202104,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",215904.0
202104,502,United States,403,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweeteningmatter or flavoured or containing added fruit, nuts or cocoa",235494.0
202104,502,United States,407,"Birds' eggs, in shell, fresh, preserved or cooked",3352912.0
202104,502,United States,408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",3584218.0
202104,502,United States,410,"dible products of animal origin, not elsewhere specified or included",5443200.0
202104,502,United States,502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair",1993464.0
202104,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",42154653.0
