Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202205,502,United States,106,Other live animals,5193841.0
202205,502,United States,208,"Other meat and edible meat offal, fresh, chilled or frozen",696916.0
202205,502,United States,301,Live fish,94757.0
202205,502,United States,302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",1646152.0
202205,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",43439257.0
202205,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",491904571.0
202205,502,United States,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process",42555923.0
202205,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",45358135.0
202205,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",209163708.0
202205,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",7451335.0
202205,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",342894.0
202205,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",20279.0
202205,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",347276.0
202205,502,United States,407,"Birds' eggs, in shell, fresh, preserved or cooked",3286945.0
202205,502,United States,408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",2381531.0
202205,502,United States,410,"Insects and other edible products of animal origin, not elsewhere specified or included",3871312.0
202205,502,United States,502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair",2805145.0
202205,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",50666199.0
202205,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",53959269.0
202205,502,United States,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",44925.0
202205,502,United States,508,"Coral and similar materials, unworked or simply prepared bunot otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared bunot cut to shape, powder and waste thereof",1002580.0
202205,502,United States,510,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved",25070.0
202205,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",30441575.0
202205,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",44855000.0
202205,502,United States,603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared.",782847.0
202205,502,United States,604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh,dried, dyed, bleached, impregnated or otherwise prepared",14407424.0
202205,502,United States,703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled.",58670634.0
202205,502,United States,709,"Other vegetables, fresh or chilled.",14287931.0
202205,502,United States,710,"Vegetables (uncooked or cooked by steaming or boiling in water),frozen.",82114714.0
202205,502,United States,711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption.",2264536.0
202205,502,United States,712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared.",222969493.0
202205,502,United States,713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",13637149.0
202205,502,United States,714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8129511.0
202205,502,United States,802,"Other nuts, fresh or dried, whether or not shelled or peeled.",38571139.0
202205,502,United States,803,"Bananas, including plantains, fresh or dried.",248524.0
202205,502,United States,804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried.",9748874.0
202205,502,United States,806,"Grapes, fresh or dried.",60156.0
202205,502,United States,810,Other fresh fruits,11293683.0
202205,502,United States,811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter.",4618023.0
202205,502,United States,813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter.",59093981.0
