Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202511,502,United States,106,Other live animals,6364156.0
202511,502,United States,208,"Other meat and edible meat offal, fresh, chilled or frozen",632838.0
202511,502,United States,301,Live fish,390332.0
202511,502,United States,302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",1974171.0
202511,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",58316421.0
202511,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",384876799.0
202511,502,United States,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process",14640889.0
202511,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",54058077.0
202511,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",118453313.0
202511,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",1938510.0
202511,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",749563.0
202511,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",1370249.0
202511,502,United States,407,"Birds' eggs, in shell, fresh, preserved or cooked",6086575.0
202511,502,United States,408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",4439721.0
202511,502,United States,409,atural honey,20813.0
202511,502,United States,410,"Insects and other edible products of animal origin, not elsewhere specified or included",3700102.0
202511,502,United States,502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair",248770.0
202511,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",69483647.0
202511,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",24484232.0
202511,502,United States,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",60346.0
202511,502,United States,508,"Coral and similar materials, unworked or simply prepared bunot otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared bunot cut to shape, powder and waste thereof",788254.0
202511,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",42350229.0
202511,502,United States,601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 12.12.",977886.0
202511,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",27514424.0
