Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202307,502,United States,10511,"Fowls of the species Gallus omesticus, weighing not more than 185 g",21105159.0
202307,502,United States,10619,Other mammals,2292353.0
202307,502,United States,10649,Other insects,20451.0
202307,502,United States,10690,Other lives animals,309.0
202307,502,United States,20120,Other cuts with bone in,3843201.0
202307,502,United States,20130,Boneless,177506600.0
202307,502,United States,20220,Other cuts with bone in,169710032.0
202307,502,United States,20230,Boneless,599982232.0
202307,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",88885741.0
202307,502,United States,20329,Other frozen meat of swine,65045992.0
202307,502,United States,20610,"Of bovine animals, fresh or chilled",18595.0
202307,502,United States,20621,"Tongues of bovine animals,frozen",2402554.0
202307,502,United States,20622,"Livers of bovine animals,frozen",925.0
202307,502,United States,20629,"Other edible offal of bovine animals,frozen",22643963.0
202307,502,United States,20649,"Other edible offal of swine,frozen",521365789.0
202307,502,United States,20714,"Cuts and offal, frozen",438015334.0
202307,502,United States,21019,Other,1587302.0
202307,502,United States,30239,"Other tunas (of the genus Thunnus), skipjack or stripe-bellied bonito ,fresh or chilled(Euthynnus (Katsuwonus) pelamis),fresh or chilled",64503.0
202307,502,United States,30311,"Sockeye salmon (red salmon) (Oncorhynchus nerka) ,frozen",12266023.0
202307,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",2569770.0
202307,502,United States,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",1449713.0
202307,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",86940604.0
202307,502,United States,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",35583000.0
202307,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",8741083.0
202307,502,United States,30389,"Other fish ,frozen",41767602.0
202307,502,United States,30391,"Livers, roes and milt,frozen",25726180.0
202307,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen",494053.0
202307,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",459241.0
202307,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",9905985.0
202307,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",3395168.0
202307,502,United States,30632,"Lobsters (Homarus spp), whether in shell or not, live, fresh or chilled",65354096.0
202307,502,United States,30633,"Crabs , whether in shell or not, live, fresh or chilled",14641802.0
202307,502,United States,30635,"Coldwater shrimps and prawns (Pandalus spp, Crangon crangon), whether in shell or not, live, fresh or chilled",200908.0
202307,502,United States,30711,"Oysters, live, fresh, chilled",150653.0
202307,502,United States,30743,"Frozen cuttle fish and squid, with or without shell",15141431.0
202307,502,United States,30791,"Other molluscs,live/fresh/chilled",67207620.0
202307,502,United States,40120,"Milk and cream of a fat content, by weight, exceeding 1% but not exceeding 6%",214636.0
202307,502,United States,40140,"Milk and cream of a fat content, by weight, exceeding 6% but not exceeding 10%",11661.0
202307,502,United States,40210,"Milk and cream in powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",10755821.0
202307,502,United States,40221,"Not containing added sugar or other sweetening matter, of a fat content, by weight, more than 1.5%",154350.0
202307,502,United States,40229,"Milk and cream in solid forms, of a fat content by weight, more than 1,5%, sweetened",16360.0
202307,502,United States,40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",8400.0
202307,502,United States,40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",128114131.0
202307,502,United States,40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",207.0
202307,502,United States,40510,Butter,926444.0
202307,502,United States,40610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",973724.0
202307,502,United States,40620,"Grated or powdered cheese, of all kinds",44538232.0
202307,502,United States,40630,"Processed cheese, not grated or powdered",2999987.0
202307,502,United States,40690,Other cheese,3713077.0
202307,502,United States,40900,atural honey,314979.0
202307,502,United States,50400,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",265955561.0
202307,502,United States,50510,Feathers of a kind used for stuffing; down,3025345.0
202307,502,United States,50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, whether or not with trimmed edges, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers (excluding feathers used for stuffing and down)",2732501.0
202307,502,United States,51110,Bovine semen,28680318.0
202307,502,United States,51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",4459415.0
