Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202004,502,United States,10619,Other mammals,4599674.0
202004,502,United States,10620,Reptiles (including snakes and turtles),246865.0
202004,502,United States,10649,Other insects,1444.0
202004,502,United States,10690,Other lives animals,4520.0
202004,502,United States,20120,Other cuts with bone in,51227.0
202004,502,United States,20130,Boneless,12824056.0
202004,502,United States,20220,Other cuts with bone in,2507935.0
202004,502,United States,20230,Boneless,23571016.0
202004,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",207251481.0
202004,502,United States,20329,Other frozen meat of swine,1329202795.0
202004,502,United States,20621,"Tongues of bovine animals,frozen",366088.0
202004,502,United States,20629,"Other edible offal of bovine animals,frozen",15646.0
202004,502,United States,20649,"Other edible offal of swine,frozen",320966448.0
202004,502,United States,20714,"Cuts and offal, frozen",219884453.0
202004,502,United States,20727,"Cuts and offal of turkeys , frozen",16466143.0
202004,502,United States,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",3905949.0
202004,502,United States,30311,"Sockeye salmon (red salmon) (Oncorhynchus nerka) ,frozen",1672326.0
202004,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",11864193.0
202004,502,United States,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",2474.0
202004,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",268697186.0
202004,502,United States,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",96746938.0
202004,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",62605971.0
202004,502,United States,30369,"Other fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae,frozen",1258556.0
202004,502,United States,30389,"Other fish ,frozen",48764741.0
202004,502,United States,30391,"Livers, roes and milt,frozen",7113252.0
202004,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen",1438010.0
202004,502,United States,30475,Frozen fillets of alaska Pollack (Theragra chalcogramma),5260888.0
202004,502,United States,30481,"Frozen fillets of Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",69116.0
202004,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",7533969.0
202004,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",8470138.0
202004,502,United States,30614,Frozen crabs,90621889.0
