Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202210,502,United States,10619,Other mammals,1403989.0
202210,502,United States,10649,Other insects,98305.0
202210,502,United States,10690,Other lives animals,62001.0
202210,502,United States,20120,Other cuts with bone in,3632781.0
202210,502,United States,20130,Boneless,105143677.0
202210,502,United States,20220,Other cuts with bone in,108837965.0
202210,502,United States,20230,Boneless,684240602.0
202210,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",77021284.0
202210,502,United States,20329,Other frozen meat of swine,43760632.0
202210,502,United States,20610,"Of bovine animals, fresh or chilled",25087.0
202210,502,United States,20621,"Tongues of bovine animals,frozen",4717237.0
202210,502,United States,20629,"Other edible offal of bovine animals,frozen",21951128.0
202210,502,United States,20649,"Other edible offal of swine,frozen",515640926.0
202210,502,United States,20714,"Cuts and offal, frozen",559773010.0
202210,502,United States,20727,"Cuts and offal of turkeys , frozen",586606.0
202210,502,United States,30311,"Sockeye salmon (red salmon) (Oncorhynchus nerka) ,frozen",14969297.0
202210,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",424161630.0
202210,502,United States,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",10232098.0
202210,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",48953362.0
202210,502,United States,30351,"Herrings (Clupea harengus, Clupea pallasii) ,frozen",306275.0
202210,502,United States,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",22566612.0
202210,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",20000456.0
202210,502,United States,30389,"Other fish ,frozen",106962009.0
202210,502,United States,30391,"Livers, roes and milt,frozen",1008226.0
202210,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen",4743606.0
202210,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),18432392.0
202210,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",22782242.0
202210,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",131128.0
202210,502,United States,30611,"Frozen rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp)",2719755.0
202210,502,United States,30631,"Rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp) , whether in shell or not, live, fresh or chilled",89872445.0
202210,502,United States,30632,"Lobsters (Homarus spp), whether in shell or not, live, fresh or chilled",69600744.0
202210,502,United States,30633,"Crabs , whether in shell or not, live, fresh or chilled",14743742.0
202210,502,United States,30636,"Other shrimps and prawns, whether in shell or not, live, fresh or chilled",6675559.0
202210,502,United States,30711,"Oysters, live, fresh, chilled",32152.0
202210,502,United States,30743,"Frozen cuttle fish and squid, with or without shell",62460212.0
202210,502,United States,30791,"Other molluscs,live/fresh/chilled",69600739.0
202210,502,United States,30821,"Live, fresh or chilled, sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus)",1227996.0
202210,502,United States,40120,"Milk and cream of a fat content, by weight, exceeding 1% but not exceeding 6%",220734.0
202210,502,United States,40210,"Milk and cream in powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",108505582.0
202210,502,United States,40221,"Not containing added sugar or other sweetening matter, of a fat content, by weight, more than 1.5%",607443.0
202210,502,United States,40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",2808788.0
202210,502,United States,40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",193400229.0
202210,502,United States,40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",5152617.0
202210,502,United States,40610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",1282113.0
202210,502,United States,40620,"Grated or powdered cheese, of all kinds",9808879.0
202210,502,United States,40630,"Processed cheese, not grated or powdered",3850643.0
202210,502,United States,40690,Other cheese,7863355.0
202210,502,United States,50400,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",284737737.0
202210,502,United States,50510,Feathers of a kind used for stuffing; down,2867269.0
202210,502,United States,50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, whether or not with trimmed edges, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers (excluding feathers used for stuffing and down)",847789.0
202210,502,United States,50790,"Tortoiseshell, whalebone, Otherhorns, antlers, hooves, nails, claws and beaks, other powder and waste there of",758904.0
202210,502,United States,51110,Bovine semen,51953938.0
202210,502,United States,51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",5583338.0
202210,502,United States,51199,"Unkown Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, crustaceans, molluscs or other aquatic invertebrates)",2434949.0
202210,502,United States,60290,Other live plant,1667710.0
