Date of data,Commodity code,Commodity,US dollar
202412,101,"Live horses, asses, mules and hinnies","1,828,662"
202412,102,Live bovine animals,"5,748,400"
202412,105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls","2,583,727"
202412,106,Other live animals,"24,827,323"
202412,201,"Meat of bovine animals, fresh or chilled","58,611,127"
202412,202,"Meat of bovine animals, frozen","1,238,283,512"
202412,203,"Meat of swine, fresh, chilled or frozen","189,579,330"
202412,204,"Meat of sheep or goats, fresh, chilled or frozen","142,589,283"
202412,205,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen","3,845,078"
202412,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen","242,352,639"
202412,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen","272,723,373"
202412,208,"Other meat and edible meat offal, fresh, chilled or frozen","1,399,802"
202412,209,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked","2,984,837"
202412,210,"Meat and edible meat offal, salted, in brine, dried or smoked; edible flours and meals of meat or meat offal","4,411,611"
202412,301,Live fish,"42,800,776"
202412,302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304","105,924,455"
202412,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304","516,604,447"
202412,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen","39,885,579"
202412,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process","24,505,517"
202412,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine","952,532,365"
202412,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process","168,176,877"
202412,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process","7,512,420"
202412,309,"Flours, meals and pellets of fish, crustaceans, molluscs and other aquatic invertebrates, fit for human consumption","100,139"
