Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202009,502,United States,106,Other live animals,323545.0
202009,502,United States,201,"Meat of bovine animals, fresh or chilled",5200593.0
202009,502,United States,202,"Meat of bovine animals, frozen",17078108.0
202009,502,United States,203,"Meat of swine, fresh, chilled or frozen",115398878.0
202009,502,United States,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",44751726.0
202009,502,United States,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",77512435.0
202009,502,United States,209,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",846712.0
202009,502,United States,301,Live fish,55945.0
202009,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",36267706.0
202009,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",1843926.0
202009,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption",20784848.0
202009,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",14137300.0
202009,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption",139.0
202009,502,United States,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",678.0
202009,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",10981681.0
202009,502,United States,403,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweeteningmatter or flavoured or containing added fruit, nuts or cocoa",38.0
202009,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18188851.0
202009,502,United States,405,Butter and other fats and oils derived from milk; dairy spreads,336.0
202009,502,United States,406,Cheese and curd,2183998.0
202009,502,United States,408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",84817.0
202009,502,United States,409,atural honey,85686.0
202009,502,United States,410,"dible products of animal origin, not elsewhere specified or included",23755.0
202009,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",17413863.0
202009,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",220680.0
202009,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",5596445.0
202009,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",544781.0
202009,502,United States,603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared.",2517.0
202009,502,United States,604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh,dried, dyed, bleached, impregnated or otherwise prepared",62206.0
202009,502,United States,710,"Vegetables (uncooked or cooked by steaming or boiling in water),frozen.",1314024.0
202009,502,United States,712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared.",30157.0
202009,502,United States,713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",2657469.0
202009,502,United States,801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled.",457.0
202009,502,United States,802,"Other nuts, fresh or dried, whether or not shelled or peeled.",16049892.0
202009,502,United States,804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried.",714.0
202009,502,United States,806,"Grapes, fresh or dried.",1224347.0
202009,502,United States,808,"Apples, pears and quinces, fresh.",728827.0
202009,502,United States,809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh.",11900126.0
202009,502,United States,810,"Other fruit, fresh.",1444.0
202009,502,United States,811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter.",3152.0
202009,502,United States,813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter.",299260.0
202009,502,United States,901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",865715.0
202009,502,United States,902,"Tea, whether or not flavoured.",12782.0
202009,502,United States,903,Maté.,16.0
202009,502,United States,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta.,123526.0
202009,502,United States,906,Cinnamon and cinnamontree flowers.,7686.0
202009,502,United States,908,"Nutmeg, mace and cardamoms.",105.0
202009,502,United States,909,"Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries.",6322.0
202009,502,United States,910,"Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices.",31121.0
202009,502,United States,1001,Wheat and meslin.,98611921.0
202009,502,United States,1004,Oats,49.0
202009,502,United States,1005,Maize (corn).,177669044.0
202009,502,United States,1006,Rice.,103.0
202009,502,United States,1007,Grain sorghum.,119641500.0
202009,502,United States,1008,"Buckwheat, millet and canary seeds; other cereals.",33929.0
202009,502,United States,1101,Wheat or meslin flour.,106891.0
202009,502,United States,1102,Cereal flours other than of wheat or meslin.,858.0
202009,502,United States,1104,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.",2398.0
202009,502,United States,1105,"Flour, meal, powder, flakes, granules and pellets of potatoes.",412350.0
202009,502,United States,1106,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8.",64022.0
202009,502,United States,1108,tarches; inulin.,41016.0
202009,502,United States,1201,"Soya beans, whether or not broken.",457720069.0
202009,502,United States,1202,"Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken.",16652027.0
202009,502,United States,1203,Copra.,29.0
202009,502,United States,1204,"Linseed, whether or not broken.",32644.0
202009,502,United States,1207,"Other oil seeds and oleaginous fruits, whether or not broken.",623384.0
202009,502,United States,1208,"Flours and meals of oil seeds or oleaginous fruits, other than those of mustard.",1215.0
202009,502,United States,1209,"Seeds, fruit and spores, of a kind used for sowing.",10708488.0
202009,502,United States,1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin.",618805.0
202009,502,United States,1211,"lants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered.",2943838.0
202009,502,United States,1212,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included.",1215.0
202009,502,United States,1214,"wedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets.",42218166.0
202009,502,United States,1301,"Lac; natural gums, resins, gumresins and oleoresins (for example, balsams).",29530.0
202009,502,United States,1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agaragar and other mucilages and thickeners, whether or not modified, derived from vegetable products.",1333196.0
202009,502,United States,1401,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark).",23.0
202009,502,United States,1404,Vegetable products not elsewhere specified or included.,304261.0
202009,502,United States,1504,"ats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified.",5846224.0
202009,502,United States,1506,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",418809.0
202009,502,United States,1507,"oyabean oil and its fractions, whether or not refined, but not chemically modified.",13809776.0
202009,502,United States,1508,"Groundnut oil and its fractions, whether or not refined, but not chemically modified.",1402724.0
202009,502,United States,1509,"Olive oil and its fractions, whether or not refined, but not chemically modified.",3606.0
202009,502,United States,1510,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.",23.0
202009,502,United States,1511,"Palm oil and its fractions, whether or not refined, but not chemically modified.",33.0
202009,502,United States,1512,"unflowerseed, safflower or cottonseed oil and fractions thereof, whether or not refined, but not chemically modified.",614.0
202009,502,United States,1513,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",24636.0
202009,502,United States,1514,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",19.0
202009,502,United States,1515,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified.",2090306.0
202009,502,United States,1516,"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, interesterified, reesterified or elaidinised, whether or not refined, but not further prepared.",194724.0
202009,502,United States,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats or oils or their fractions of heading 15.16.",870160.0
202009,502,United States,1518,"Animal or vegetable fats and oils and their fractions, boiled, oxidised,dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this Chapter, not elsewhere specified or included.",675890.0
202009,502,United States,1520,"Glycerol, crude; glycerol waters and glycerol lyes.",66946.0
202009,502,United States,1521,"egetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured.",3875.0
202009,502,United States,1601,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.",468.0
202009,502,United States,1602,"Other prepared or preserved meat, meat offal or blood.",60894.0
202009,502,United States,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs.,183273.0
202009,502,United States,1605,"rustaceans, molluscs and other aquatic invertebrates, prepared or preserved.",300735.0
202009,502,United States,1701,"Cane or beet sugar and chemically pure sucrose, in solid form.",483210.0
202009,502,United States,1702,"Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.",6000576.0
202009,502,United States,1704,"ugar confectionery (including white chocolate), not containing cocoa.",3920186.0
202009,502,United States,1801,"Cocoa beans, whole or broken, raw or roasted.",28720.0
202009,502,United States,1805,"Cocoa powder, not containing added sugar or other sweetening matter.",66178.0
202009,502,United States,1806,hocolate and other food preparations containing cocoa.,2819910.0
202009,502,United States,1901,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings 04.01 to 04.04,not containing cocoa or containing less than 5% by weight of cocoa calculated on a totally efatted basis, not elsewhere specified or included.",7518680.0
202009,502,United States,1902,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared.",3619.0
202009,502,United States,1904,"repared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), precooked, or otherwise prepared, not elsewhere specified or included.",1737750.0
202009,502,United States,1905,"read, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",3038848.0
202009,502,United States,2001,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid.",5590.0
