Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202211,502,United States,106,Other live animals,206090.0
202211,502,United States,201,"Meat of bovine animals, fresh or chilled",27995644.0
202211,502,United States,202,"Meat of bovine animals, frozen",142546271.0
202211,502,United States,203,"Meat of swine, fresh, chilled or frozen",21074573.0
202211,502,United States,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",88428011.0
202211,502,United States,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",82616996.0
202211,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",113168260.0
202211,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",5172642.0
202211,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",31202102.0
202211,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",14646160.0
202211,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",62878.0
202211,502,United States,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",1633.0
202211,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",9110332.0
202211,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",16245.0
202211,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",25647645.0
202211,502,United States,405,Butter and other fats and oils derived from milk; dairy spreads,108036.0
202211,502,United States,406,Cheese and curd,3708961.0
202211,502,United States,408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",16372.0
202211,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",47122287.0
202211,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",715926.0
202211,502,United States,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",283899.0
202211,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",12230678.0
202211,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",360683.0
202211,502,United States,603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared.",61.0
202211,502,United States,604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh,dried, dyed, bleached, impregnated or otherwise prepared",1162.0
202211,502,United States,710,"Vegetables (uncooked or cooked by steaming or boiling in water),frozen.",1032535.0
202211,502,United States,712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared.",9885.0
202211,502,United States,713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",3031544.0
202211,502,United States,802,"Other nuts, fresh or dried, whether or not shelled or peeled.",104907830.0
202211,502,United States,806,"Grapes, fresh or dried.",893092.0
202211,502,United States,808,"Apples, pears and quinces, fresh.",1235638.0
202211,502,United States,809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh.",64759.0
202211,502,United States,813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter.",311337.0
202211,502,United States,901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",1275971.0
202211,502,United States,902,"Tea, whether or not flavoured.",86306.0
202211,502,United States,1001,Wheat and meslin.,109502227.0
202211,502,United States,1005,Maize (corn).,285056553.0
202211,502,United States,1007,Grain sorghum.,9613.0
202211,502,United States,1101,Wheat or meslin flour.,666.0
202211,502,United States,1104,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.",1353.0
202211,502,United States,1106,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8.",136380.0
202211,502,United States,1108,tarches; inulin.,351238.0
202211,502,United States,1201,"Soya beans, whether or not broken.",2211529386.0
202211,502,United States,1202,"Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken.",2842963.0
202211,502,United States,1204,"Linseed, whether or not broken.",12188.0
202211,502,United States,1206,"Sunflower seeds, whether or not broken.",2995.0
202211,502,United States,1207,"Other oil seeds and oleaginous fruits, whether or not broken.",342246.0
202211,502,United States,1209,"Seeds, fruit and spores, of a kind used for sowing.",3371832.0
202211,502,United States,1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin.",434932.0
