Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202511,502,United States,106,Other live animals,238317.0
202511,502,United States,202,"Meat of bovine animals, frozen",1889072.0
202511,502,United States,203,"Meat of swine, fresh, chilled or frozen",4747059.0
202511,502,United States,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",46771839.0
202511,502,United States,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",2554681.0
202511,502,United States,301,Live fish,8170.0
202511,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",68972527.0
202511,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",1352621.0
202511,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",41334778.0
202511,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",14807797.0
202511,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",97600.0
202511,502,United States,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",1645.0
202511,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",9116.0
202511,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",90428.0
202511,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",21669649.0
202511,502,United States,405,Butter and other fats and oils derived from milk; dairy spreads,86648.0
202511,502,United States,406,Cheese and curd,2327763.0
202511,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",20378980.0
202511,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",616554.0
202511,502,United States,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",113460.0
202511,502,United States,508,"Coral and similar materials, unworked or simply prepared bunot otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared bunot cut to shape, powder and waste thereof",26571.0
202511,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",239544.0
202511,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",223796.0
202511,502,United States,604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh,dried, dyed, bleached, impregnated or otherwise prepared",92107.0
202511,502,United States,710,"Vegetables (uncooked or cooked by steaming or boiling in water),frozen.",1000960.0
202511,502,United States,713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",7078274.0
202511,502,United States,802,"Other nuts, fresh or dried, whether or not shelled or peeled.",15643395.0
202511,502,United States,806,"Grapes, fresh or dried.",214335.0
202511,502,United States,808,"Apples, pears and quinces, fresh.",537854.0
202511,502,United States,809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh.",672163.0
202511,502,United States,813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter.",61022.0
202511,502,United States,901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",361400.0
202511,502,United States,902,"Tea, whether or not flavoured.",4656.0
202511,502,United States,1001,Wheat and meslin.,633.0
202511,502,United States,1101,Wheat or meslin flour.,23731.0
202511,502,United States,1102,Cereal flours other than of wheat or meslin.,21195.0
202511,502,United States,1106,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8.",48540.0
202511,502,United States,1107,"Malt, whether or not roasted.",16355.0
202511,502,United States,1108,tarches; inulin.,6590.0
202511,502,United States,1202,"Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken.",499131.0
202511,502,United States,1204,"Linseed, whether or not broken.",1530.0
202511,502,United States,1206,"Sunflower seeds, whether or not broken.",662641.0
202511,502,United States,1209,"Seeds, fruit and spores, of a kind used for sowing.",3700732.0
202511,502,United States,1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin.",1805865.0
202511,502,United States,1211,"lants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered.",620252.0
202511,502,United States,1214,"wedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets.",20191314.0
202511,502,United States,1301,"Lac; natural gums, resins, gumresins and oleoresins (for example, balsams).",60438.0
202511,502,United States,1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agaragar and other mucilages and thickeners, whether or not modified, derived from vegetable products.",517365.0
202511,502,United States,1404,Vegetable products not elsewhere specified or included.,4607.0
202511,502,United States,1504,"ats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified.",2393797.0
202511,502,United States,1506,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",1243444.0
202511,502,United States,1507,"oyabean oil and its fractions, whether or not refined, but not chemically modified.",388.0
202511,502,United States,1508,"Groundnut oil and its fractions, whether or not refined, but not chemically modified.",80335.0
202511,502,United States,1509,"Olive oil and its fractions, whether or not refined, but not chemically modified.",3334.0
