Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202601,502,United States,103,Live swine,2100703.0
202601,502,United States,106,Other live animals,119860.0
202601,502,United States,202,"Meat of bovine animals, frozen",998869.0
202601,502,United States,203,"Meat of swine, fresh, chilled or frozen",6244830.0
202601,502,United States,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",41329891.0
202601,502,United States,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",2526811.0
202601,502,United States,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",38625741.0
202601,502,United States,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",902010.0
202601,502,United States,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine",69294515.0
202601,502,United States,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process",43356746.0
202601,502,United States,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process",30854.0
202601,502,United States,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",1999.0
202601,502,United States,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",226196.0
202601,502,United States,403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",136677.0
202601,502,United States,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",20083265.0
202601,502,United States,405,Butter and other fats and oils derived from milk; dairy spreads,128126.0
202601,502,United States,406,Cheese and curd,1301254.0
202601,502,United States,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",17525466.0
202601,502,United States,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",686316.0
202601,502,United States,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",515110.0
202601,502,United States,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",360132.0
202601,502,United States,604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh,dried, dyed, bleached, impregnated or otherwise prepared",563.0
202601,502,United States,710,"Vegetables (uncooked or cooked by steaming or boiling in water),frozen.",132320.0
202601,502,United States,713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",3502496.0
202601,502,United States,802,"Other nuts, fresh or dried, whether or not shelled or peeled.",21710921.0
202601,502,United States,805,"Citrus fruit, fresh or dried.",304118.0
202601,502,United States,806,"Grapes, fresh or dried.",59398.0
202601,502,United States,808,"Apples, pears and quinces, fresh.",3085483.0
202601,502,United States,811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter.",270263.0
202601,502,United States,813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter.",3225.0
202601,502,United States,901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",641132.0
202601,502,United States,902,"Tea, whether or not flavoured.",102459.0
202601,502,United States,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta.,11023.0
202601,502,United States,1001,Wheat and meslin.,18874956.0
202601,502,United States,1004,Oats,24948.0
202601,502,United States,1007,Grain sorghum.,482758.0
202601,502,United States,1101,Wheat or meslin flour.,12466.0
202601,502,United States,1106,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8.",967.0
202601,502,United States,1108,tarches; inulin.,2360.0
202601,502,United States,1201,"Soya beans, whether or not broken.",18502544.0
202601,502,United States,1202,"Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken.",459667.0
202601,502,United States,1204,"Linseed, whether or not broken.",3107.0
202601,502,United States,1206,"Sunflower seeds, whether or not broken.",152400.0
202601,502,United States,1209,"Seeds, fruit and spores, of a kind used for sowing.",4378850.0
202601,502,United States,1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin.",1094784.0
202601,502,United States,1211,"lants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered.",436927.0
202601,502,United States,1214,"wedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets.",22125261.0
202601,502,United States,1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agaragar and other mucilages and thickeners, whether or not modified, derived from vegetable products.",1898897.0
202601,502,United States,1404,Vegetable products not elsewhere specified or included.,840.0
202601,502,United States,1502,"Fats of bovine animals, sheep or goats, other than those of heading 15.03.",2209.0
202601,502,United States,1504,"ats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified.",4335294.0
202601,502,United States,1506,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",549350.0
202601,502,United States,1507,"oyabean oil and its fractions, whether or not refined, but not chemically modified.",52.0
202601,502,United States,1508,"Groundnut oil and its fractions, whether or not refined, but not chemically modified.",15.0
202601,502,United States,1509,"Olive oil and its fractions, whether or not refined, but not chemically modified.",2544.0
202601,502,United States,1512,"unflowerseed, safflower or cottonseed oil and fractions thereof, whether or not refined, but not chemically modified.",24540.0
202601,502,United States,1513,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",3026.0
202601,502,United States,1514,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",75.0
202601,502,United States,1515,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",1074830.0
202601,502,United States,1516,"Animal,vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, interesterified, reesterified or elaidinised, whether or not refined, but not further prepared.",166880.0
202601,502,United States,1517,"Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats and oils or their fractions of heading 15.16.",4538993.0
202601,502,United States,1518,"Animal, vegetable or microbial fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, not elsewhere specified or included",563939.0
202601,502,United States,1521,"egetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured.",12009.0
202601,502,United States,1602,"Other prepared or preserved meat, meat offal, blood or insects",18639677.0
202601,502,United States,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs.,143937.0
202601,502,United States,1605,"rustaceans, molluscs and other aquatic invertebrates, prepared or preserved.",613870.0
202601,502,United States,1701,"Cane or beet sugar and chemically pure sucrose, in solid form.",21795.0
202601,502,United States,1702,"Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.",5832595.0
202601,502,United States,1704,"ugar confectionery (including white chocolate), not containing cocoa.",3458293.0
202601,502,United States,1804,"Cocoa butter, fat and oil",20.0
202601,502,United States,1805,"Cocoa powder, not containing added sugar or other sweetening matter",18216.0
202601,502,United States,1806,hocolate and other food preparations containing cocoa.,3753580.0
202601,502,United States,1901,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings 04.01 to 04.04,not containing cocoa or containing less than 5% by weight of cocoa calculated on a totally efatted basis, not elsewhere specified or included.",1240608.0
