数据年月,贸易伙伴编码,贸易伙伴名称,商品编码,商品名称,美元
202511,502,美国,507,兽牙、龟壳、鲸须、鲸须毛、角、鹿角、蹄、甲、爪及喙，未经加工或仅简单整理但未切割成形；上述产品的粉末及废料,113460.0
202511,502,美国,508,珊瑚及类似品，未经加工或仅简单整理但未经进一步加工；软体动物壳、甲壳动物壳、棘皮动物壳、墨鱼骨，未经加工或仅简单整理但未切割成形，上述壳、骨的粉末及废料,26571.0
202511,502,美国,511,未列名的动物产品；不适合供人食用的第1或第3章的死动物,239544.0
202511,502,美国,602,其他活植物（包括其根）、插枝及接穗；蘑菇菌丝,223796.0
202511,502,美国,604,制花束或装饰用的不带花及花蕾的植物枝、叶或其他部分、草、苔藓及地衣，鲜、干、染色、漂白、浸渍或用其他方法处理的,92107.0
202511,502,美国,710,冷冻蔬菜（不论是否蒸煮）,1000960.0
202511,502,美国,713,脱荚的干豆，不论是否去皮或分瓣,7078274.0
202511,502,美国,802,鲜或干的其他坚果，不论是否去壳或去皮,15643395.0
202511,502,美国,806,鲜或干的葡萄,214335.0
202511,502,美国,808,鲜的苹果、梨及???,537854.0
202511,502,美国,809,鲜的杏、樱桃、桃（包括油桃）、李及黑刺李,672163.0
202511,502,美国,813,品目0801至0806以外的干果；本章的什锦坚果或干果,61022.0
202511,502,美国,901,咖啡，不论是否焙炒或浸除咖啡碱；咖啡豆荚及咖啡豆皮；含咖啡的咖啡代用品,361400.0
202511,502,美国,902,茶，不论是否加香料,4656.0
202511,502,美国,1001,小麦及混合麦,633.0
202511,502,美国,1101,小麦或混合麦的细粉,23731.0
202511,502,美国,1102,其他谷物细粉，但小麦或混合麦的细粉除外,21195.0
202511,502,美国,1106,用品目0713的干豆或0714的西谷茎髓及植物根茎、块茎制成的细粉、粗粉及粉末；用第八章产品制成的细粉、粗粉及粉末,48540.0
202511,502,美国,1107,麦芽，不论是否焙制,16355.0
202511,502,美国,1108,淀粉；菊粉,6590.0
202511,502,美国,1202,未焙炒或未烹煮的花生，不论是否去壳或破碎,499131.0
202511,502,美国,1204,亚麻子，不论是否破碎,1530.0
202511,502,美国,1206,葵花子，不论是否破碎,662641.0
202511,502,美国,1209,种植用的种子、果实及孢子,3700732.0
202511,502,美国,1210,鲜或干的啤酒花，不论是否研磨或制成团粒；蛇麻腺,1805865.0
202511,502,美国,1211,主要用作香料、药料、杀虫、杀菌或类似用途的植物或这些植物的某部分（包括子仁及果实），鲜、冷、冻或干的，不论是否切割、压碎或研磨成粉,620252.0
202511,502,美国,1214,芜菁甘蓝、饲料甜菜、饲料用根、干草、紫苜蓿、三叶草、驴喜豆、羽衣甘蓝、羽扇豆、巢菜及类似饲料，不论是否制成团粒,20191314.0
202511,502,美国,1301,虫胶；天然树胶、树脂、树胶脂及油树脂（例如，香树脂）,60438.0
202511,502,美国,1302,植物液汁及浸膏；果胶、果胶酸盐及果胶酸脂；从植物产品制得的琼脂、其他胶液及增稠剂，不论是否改性,517365.0
202511,502,美国,1404,其他编码未列名的植物产品,4607.0
202511,502,美国,1504,鱼或海生哺乳动物的油、脂及其分离品，不论是否精制、但未经化学改性,2393797.0
202511,502,美国,1506,其他动物油、脂及其分离品，不论是否精制，但未经化学改性,1243444.0
202511,502,美国,1507,豆油及其分离品，不论是否精制，但未经化学改性,388.0
202511,502,美国,1508,花生油及其分离品，不论是否精制，但未经化学改性,80335.0
202511,502,美国,1509,油橄榄油及其分离品，不论是否精制，但未经化学改性,3334.0
202511,502,美国,1510,其他橄榄油及其分离品，不论是否精制，但未经化学改性，包括掺有品目15.09的油或分离品的混合物,68.0
202511,502,美国,1512,葵花油、红花油、棉子油及其分离品，不论是否精制，但未经化学改性,794.0
202511,502,美国,1513,椰子油、棕榈仁油或巴巴苏棕榈果油及其分离品，不论是否精制，但未经化学改性,5442.0
202511,502,美国,1514,菜子油或芥子油及其分离品，不论是否精制，但未经化学改性,803.0
202511,502,美国,1515,其他固定植物或微生物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性,2608899.0
202511,502,美国,1516,动、植物或微生物油、脂及其分离品，全部或部分氢化、相互酯化、再酯化或反油酸化，不论是否精制，但未经进一步加工,392501.0
202511,502,美国,1517,人造黄油；本章各种动、植物或微生物油、脂及其分离品混合制成的食用油、脂或制品，但品目1516的食用油、脂及其分离品除外,1611355.0
202511,502,美国,1518,动、植物或微生物油、脂及其分离品，经过熟炼、氧化、脱水、硫化、吹制或在真空、惰性气体中加热聚合及用其他化学方法改性的，但品目15.16的产品除外；本章各种油、脂及其分离品混合制成的其他品目未列名的非食用油、脂或制品,503152.0
202511,502,美国,1520,粗甘油；甘油水及甘油碱液,41625.0
202511,502,美国,1521,植物蜡（甘油三酸酯除外）、蜂蜡、其他虫蜡及鲸蜡，不论是否精炼或着色,2932.0
202511,502,美国,1602,其他方法制作或保藏的肉、食用杂碎或动物血或昆虫,19833730.0
202511,502,美国,1605,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物,144064.0
202511,502,美国,1701,固体甘蔗糖、甜菜糖及化学纯蔗糖,490765.0
202511,502,美国,1702,其他固体糖，包括化学纯乳糖、麦芽糖、葡萄糖及果糖；未加香料或着色剂的糖浆；人造蜜，不论是否掺有天然蜂蜜；焦糖,11359624.0
202511,502,美国,1704,不含可可的糖食（包括白巧克力）,7401125.0
202511,502,美国,1804,可可脂、可可油,85.0
202511,502,美国,1805,未加糖或其他甜物质的可可粉,8913.0
202511,502,美国,1806,巧克力及其他含可可的食品,3992799.0
202511,502,美国,1901,麦精；细粉、粗粒、粗粉、淀粉或麦精制的其他品目未列名的食品，不含可可或按重量计全脱脂可可含量低于40%；品目0401至0404所列货品制的其他品目未列名的食品，不含可可或按重量计全脱脂可可含量低于5%,2202445.0
202511,502,美国,1902,面食，不论是否煮熟、包馅（肉馅或其他馅）或其他方法制作，例如，通心粉、面条、汤团、馄饨、饺子、奶油面卷；古斯古斯面食，不论是否制作,6930.0
202511,502,美国,1904,谷物或谷物产品经膨化或烘炒制成的食品（例如，玉米片）；其他品目未列名的预煮或经其他方法制作的谷粒（玉米除外）、谷物片或经其他加工的谷粒（细粉、粗粒及粗粉除外）,245458.0
202511,502,美国,1905,面包、糕点、饼干及其他焙烘糕饼，不论是否含可可；圣餐饼、装药空囊、封缄、糯米纸及类似制品,457928.0
202511,502,美国,2001,蔬菜、水果、坚果及植物的其他食用部分，用醋或醋酸制作或保藏的,32393.0
202511,502,美国,2004,其他冷冻蔬菜，用醋或醋酸以外的其他方法制作或保藏的，品目2006的货物除外,1140805.0
202511,502,美国,2005,其他未冷冻蔬菜，用醋或醋酸以外的其他方法制作或保藏的，品目2006的货物除外,530540.0
202511,502,美国,2006,糖渍蔬菜、水果、坚果、果皮及植物的其他部分（沥干、糖渍或裹糖的）,153.0
202511,502,美国,2007,烹煮的果酱、果冻、柑桔酱、果泥及果膏，不论是否加糖或其他甜物质,35289.0
202511,502,美国,2008,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质,2435637.0
202511,502,美国,2009,未发酵及未加酒精的水果汁或坚果汁（包括酿酒葡萄汁及椰子水）、蔬菜汁，不论是否加糖或其他甜物质,1004264.0
202511,502,美国,2101,咖啡、茶、马黛茶的浓缩精汁及以其为基本成分或以咖啡、茶、马黛茶为基本成分的制品；烘焙菊苣和其他烘焙咖啡代用品及其浓缩汁,218195.0
202511,502,美国,2102,酵母（活性或非活性）；已死的其他单细胞微生物（不包括品目3002的疫苗）；发酵粉,91549.0
202511,502,美国,2103,调味汁及其制品；混合调味品；芥子粉及其调制品,1120409.0
202511,502,美国,2104,汤料及其制品；均化混合食品,6499.0
202511,502,美国,2106,其他品目未列名的食品,114367842.0
202511,502,美国,2201,未加糖或其他甜物质及未加味的水，包括天然或人造矿泉水及汽水；冰及雪,1582.0
202511,502,美国,2202,加味、加糖或其他甜物质的水，包括矿泉水及汽水，其他无酒精饮料，但不包括品目20.09的水果汁、坚果汁或蔬菜汁,3539781.0
202511,502,美国,2203,麦芽酿造的啤酒,1214881.0
202511,502,美国,2204,鲜葡萄酿造的酒，包括加酒精的；品目2009以外的酿酒葡萄汁,1296004.0
202511,502,美国,2206,其他发酵饮料（例如，苹果酒、梨酒、蜂蜜酒、清酒）；其他品目未列名的发酵饮料的混合物及发酵饮料与无酒精饮料的混合物,11022.0
202511,502,美国,2207,未改性乙醇，按容量计酒精浓度≥80％；任何浓度的改性乙醇及其他酒精,25873.0
202511,502,美国,2208,未改性乙醇，按容量计酒精浓度＜80％；蒸馏酒、利口酒及其他酒精饮料,2960692.0
202511,502,美国,2209,醋及用醋酸制得的醋代用品,69583.0
202511,502,美国,2301,不适于供人食用的肉、杂碎、鱼、甲壳动物、软体动物或其他水生无脊椎动物的渣粉及团粒；油渣,24601815.0
202511,502,美国,2302,谷物或豆类植物在筛、碾或其他加工过程中产生的糠、麸及其他残渣，不论是否制成团粒,2086184.0
202511,502,美国,2304,提炼豆油所得的油渣饼及其他固体残渣，不论是否碾磨或制成团粒,265824.0
202511,502,美国,2309,配制的动物饲料,19836304.0
202511,502,美国,2404,含烟草、再造烟草、尼古丁、或烟草或尼古丁代用品，非经燃烧吸用的产品；其他供人体摄入尼古丁的含尼古丁的产品,1789442.0
202511,502,美国,2501,盐（包括精制盐及变性盐）及纯氯化钠，不论是否为水溶液，也不论是否添加抗结块剂或松散剂；海水,537950.0
202511,502,美国,2504,天然石墨,6353.0
202511,502,美国,2505,各种天然砂，不论是否着色，但第26章的含金属矿砂除外,675549.0
202511,502,美国,2506,石英（天然砂除外）；石英岩，不论是否粗加修整或仅用锯或其他方法切割成矩形（包括正方形）的板、块,10278762.0
202511,502,美国,2507,高岭土及类似土，不论是否锻烧,3654206.0
202511,502,美国,2508,其他黏土（不包括品目6806的膨胀黏土）、红柱石、蓝晶石及硅线石，不论是否煅烧；富铝红柱石；火泥及第纳斯土,1520671.0
202511,502,美国,2511,天然硫酸钡（重晶石）；天然碳酸钡（毒重石），不论是否煅烧，但品目2816的氧化钡除外,8436.0
202511,502,美国,2512,硅质化石粗粉（例如各种硅藻土）及类似的硅质土，不论是否煅烧，其表观比重不超过1,280051.0
202511,502,美国,2513,浮石；刚玉岩；天然刚玉砂；天然石榴石及其他天然磨料，不论是否热处理,65945.0
202511,502,美国,2515,大理石、石灰华及其他石灰质碑用或建筑用石，表观比重≥2.5，蜡石，不论是否粗加修整或仅用锯或其他方法切割成矩形（包括正方形）的板、块,13037.0
202511,502,美国,2516,花岗岩、斑岩、玄武岩、砂岩以及其他等碑用或建筑用石，不论是否粗加修整或仅用锯或其他方法切割成矩形（包括正方形）的板、块,302189.0
202511,502,美国,2517,通常作混凝土粒料、铺路、铁道路基或其他路基的卵石、砾石及碎石，圆石子及燧石，不论是否热处理；矿渣、浮渣及类似的工业残渣，不论是否混有本品目第一部分所列的材料；沥青碎石，品名2515、2516所列各种石料的碎粒、碎屑及粉末，不论是否认处理,13360.0
202511,502,美国,2518,白云石，不论是否煅烧或烧结、粗加修整或仅用锯或其他方法切割成矩形（包括正方形）的板、块,2763.0
202511,502,美国,2519,天然碳酸镁（菱镁矿）；熔凝镁氧矿；烧结镁氧矿，不论烧结前是否加入少量的其他氧化物；其他氧化镁不论是否纯净,100820.0
202511,502,美国,2520,生石膏；硬石膏；熟石膏（由煅烧的生石膏或硫酸钙构成），不论是否着色，也不论是否带有少量促凝剂或缓凝剂,142147.0
202511,502,美国,2521,石灰石助熔剂；通常用于制造石灰或水泥的石灰石及其他钙质石,10885.0
202511,502,美国,2522,生石灰、熟石灰及水硬石灰，但品目2825的氧化钙及氢氧化钙除外,5762.0
202511,502,美国,2523,硅酸盐水泥、矾土水泥、矿渣水泥、富硫酸盐水泥及类似的水凝水泥,14704.0
202511,502,美国,2525,云母，包括云母片；云母废料,12791.0
202511,502,美国,2526,天然冻石，不论是否粗加修整或仅用锯或其他方法切割成矩形（包括正方形）的板、块；滑石,121328.0
202511,502,美国,2528,天然硼酸盐及其精矿(不论是否煅烧)，但不包括从天然盐水析离的硼酸盐；天然粗硼酸，含硼酸干重不超过85％,524.0
202511,502,美国,2530,其他品目未列名的矿产品,629668.0
202511,502,美国,2607,铅矿砂及其精矿,9789115.0
202511,502,美国,2613,钼矿砂及其精矿,11679835.0
202511,502,美国,2615,铌、钽、钒或锆矿砂及其精矿,3014195.0
202511,502,美国,2616,贵金属矿砂及其精矿,282.0
202511,502,美国,2621,其他矿渣及矿灰，包括海藻灰（海草灰）；焚化城市垃圾所产生的灰、渣,143247.0
202511,502,美国,2701,煤；煤砖、煤球及用煤制成的类似固体燃料,7457.0
202511,502,美国,2704,煤、褐煤或泥煤制成的焦炭及半焦炭，不论是否制成型；甑炭,150.0
202511,502,美国,2707,蒸馏高温煤焦油所得的油类及其他产品；芳族成分重量超过非芳族成分的类品,105632.0
202511,502,美国,2708,从煤焦油或其他矿物焦油所得的沥青及沥青焦,1217.0
202511,502,美国,2710,石油及从沥青矿物提取的油类，但原油除外；以上述油为基本成分(按重量计不低于70%)的其他品目未列名制品；废油,7837745.0
202511,502,美国,2711,石油气及其他烃类气,442651889.0
202511,502,美国,2712,凡士林；石蜡、微晶石蜡、疏松石蜡、地蜡、褐煤蜡、泥煤蜡、其他矿物蜡及用合成或其他方法制得的类似产品，不论是否着色,891004.0
202511,502,美国,2713,石油焦、石油沥青及其他石油或从沥青矿物提取的油类残渣,37566563.0
202511,502,美国,2714,天然沥青（地沥青）、沥青页岩、油页岩及焦油砂；沥青岩,15386.0
202511,502,美国,2715,以天然沥青（地沥青）、石油沥青、矿物焦油或矿物焦油沥青为基本成分的沥青混合物（例如，沥青胶粘剂、稀释沥青）,1490307.0
202511,502,美国,2801,氟、氯、溴及碘,274139.0
202511,502,美国,2802,升华硫磺、沉淀硫磺；胶态硫磺,63276.0
202511,502,美国,2803,碳（碳黑及其他品目未列名的其他形态的碳）,3095400.0
202511,502,美国,2804,氢、稀有气体及其他非金属,5432170.0
202511,502,美国,2805,碱金属、碱土金属；稀土金属、钪及钇，不论是否相互混合或相互熔合；汞,8388.0
202511,502,美国,2806,氯化氢（盐酸）；氯磺酸,13671.0
202511,502,美国,2807,硫酸；发烟硫酸,198.0
202511,502,美国,2808,硝酸；磺硝酸,9727.0
202511,502,美国,2809,五氧化二磷；磷酸；多磷酸，不论是否已有化学定义,30651.0
202511,502,美国,2810,硼的氧化物；硼酸,4172178.0
202511,502,美国,2811,其他无机酸及非金属无机氧化物,1726309.0
202511,502,美国,2812,非金属卤化物及卤氧化物,1142968.0
202511,502,美国,2813,非金属硫化物；商品三硫化二磷,169.0
202511,502,美国,2814,氨及氨水,8155.0
202511,502,美国,2815,氢氧化钠（烧碱）；氢氧化钾（苛性钾）；过氧化钠及过氧化钾,209964.0
202511,502,美国,2816,氢氧化及过氧化镁；锶或钡的氧化物、氢氧化物及过氧化物,550.0
202511,502,美国,2817,氧化锌及过氧化锌,20209.0
202511,502,美国,2818,人造刚玉，不论是否已有化学定义；氧化铝；氢氧化铝,10572912.0
202511,502,美国,2819,铬的氧化物及氢氧化物,147112.0
202511,502,美国,2820,锰的氧化物,92.0
202511,502,美国,2821,铁的氧化物及氢氧化物；土色料，按重量计三氧化二铁含量≥70%,277535.0
202511,502,美国,2822,钴的氧化物及氢氧化物；商品氧化钴,69.0
202511,502,美国,2823,钛的氧化物,124161.0
202511,502,美国,2824,铅的氧化物；铅丹及铅橙,9395.0
202511,502,美国,2825,肼（联氨）、胲（羟胺）及其无机盐；其他无机碱；其他金属氧化物、氢氧化物及过氧化物,1052257.0
202511,502,美国,2826,氟化物；氟硅酸盐、氟铝酸盐及其他氟络盐,1326454.0
202511,502,美国,2827,氯化物、氯氧化物及氢氧基氯化物；溴化物及溴氧化物；碘化物及碘氧化物,1166460.0
202511,502,美国,2828,次氯酸盐；商品次氯酸钙；亚氯酸盐；次溴酸盐,17122.0
202511,502,美国,2829,氯酸盐及高氯酸盐；溴酸盐及过溴酸盐；碘酸盐及高碘酸盐,64204.0
202511,502,美国,2830,硫化物；多硫化物，不论是否已有化学定义,58929.0
202511,502,美国,2831,连二亚硫酸盐及次硫酸盐,9155.0
202511,502,美国,2832,亚硫酸盐；硫代硫酸盐,1132.0
202511,502,美国,2833,硫酸盐；矾；过硫酸盐,264720.0
202511,502,美国,2834,亚硝酸盐；硝酸盐,185744.0
202511,502,美国,2835,次磷酸盐、亚磷酸盐及磷酸盐；多磷酸盐，不论是否已有化学定义,923805.0
202511,502,美国,2836,碳酸盐；过碳酸盐；含氨基甲酸铵的商品碳酸铵,61577.0
202511,502,美国,2837,氰化物、氧氰化物及氰络合物,2586.0
202511,502,美国,2839,硅酸盐；商品碱金属硅酸盐,167747.0
202511,502,美国,2840,硼酸盐及过硼酸盐,9260084.0
202511,502,美国,2841,金属酸盐及过金属酸盐,86119.0
202511,502,美国,2842,其他无机酸盐及过氧酸盐（包括不论是否已有化学定义的硅铝酸盐），但叠氮化物除外,92573.0
202511,502,美国,2843,胶态贵金属；贵金属的无机或有机化合物，不论是否已有化学定义；贵金属汞齐,2309442.0
202511,502,美国,2844,放射性化学元素及放射性同位素（包括可裂变或可转换的化学元素及同位素）及其化合物；含上述产品的混合物及残渣,928690.0
202511,502,美国,2845,品目28.44以外的同位素；这些同位素的无机或有机化合物，不论是否已有化学定义,30271426.0
202511,502,美国,2846,稀土金属、钇、钪及其混合物的无机或有机化合物,195164.0
202511,502,美国,2847,过氧化氢，不论是否用尿素固化,230631.0
202511,502,美国,2849,碳化物，不论是否已有化学定义,6398.0
202511,502,美国,2850,氢化物、氮化物、叠氮化物、硅化物及硼化物，不论是否已有化学定义，但可归入品目2849的碳化物除外,1797524.0
202511,502,美国,2852,汞的无机或有机化合物，不论是否已有化学定义，汞齐除外,306.0
202511,502,美国,2853,磷化物，不论是否已有化学定义，但磷铁除外；其他无机化合物（包括蒸馏水、导电水及类似的纯净水）；液态空气（不论是否除去稀有气体）；压缩空气；汞齐，但贵金属汞齐除外,355822.0
202511,502,美国,2901,无环烃,290729646.0
202511,502,美国,2902,环烃,787839.0
202511,502,美国,2903,烃的卤化衍生物,5836046.0
202511,502,美国,2904,烃的磺化、硝化或亚硝化衍生物，不论是否卤化,189438.0
202511,502,美国,2905,无环醇及其卤化、磺化、硝化或亚硝化衍生物,29358386.0
202511,502,美国,2906,环醇及其卤化、磺化、硝化或亚硝化衍生物,207017.0
202511,502,美国,2907,酚；酚醇,1166887.0
202511,502,美国,2908,酚及酚醇的卤化、磺化、硝化或亚硝化衍生物,348166.0
202511,502,美国,2909,醚、醚醇、醚酚、醚醇酚、过氧化醇、过氧化醚、缩醛及半缩醛过氧化物、过氧化酮(不论是否已有化学定义）及其卤化、磺化、硝化或亚硝化衍生物,3178368.0
202511,502,美国,2910,三节环环氧化物、环氧醇、环氧酚、环氧醚及其卤化、磺化、硝化或亚硝化衍生物,428924.0
202511,502,美国,2911,缩醛及半缩醛，不论是否含有其他含氧基，及其卤化、磺化、硝化或亚硝化衍生物,20.0
202511,502,美国,2912,醛，不论是否含有其他含氧基；环聚醛；多聚甲醛,1388304.0
202511,502,美国,2913,品目2912产品的卤化、磺化、硝化或亚硝化衍生物,493.0
202511,502,美国,2914,酮及醌，不论是否含有其他含氧基，及其卤化、磺化、硝化或亚硝化衍生物,770480.0
202511,502,美国,2915,饱和无环一元羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,2160181.0
202511,502,美国,2916,不饱和无环一元羧酸、环一元羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,708250.0
202511,502,美国,2917,多元羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,2620114.0
202511,502,美国,2918,含附加含氧基的羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,406868.0
202511,502,美国,2919,磷酸脂及其盐，包括乳磷酸盐，以及它们的卤化、磺化、硝化或亚硝化衍生物,189984.0
202511,502,美国,2920,其他非金属无机酸酯（不包括卤化氢的酯）及其盐以及它们的卤化、磺化、硝化或亚硝化衍生物,659434.0
202511,502,美国,2921,氨基化合物,2669736.0
202511,502,美国,2922,含氧基氨基化合物,1582547.0
202511,502,美国,2923,季铵盐及季铵碱；卵磷脂及其他磷氨基类脂,1163245.0
202511,502,美国,2924,羧基酰胺基化合物；碳酸酰胺基化合物,366954.0
202511,502,美国,2925,羧基酰亚胺化合物（包括糖精及其盐）及亚胺基化合物,1683212.0
202511,502,美国,2926,腈基化合物,9757250.0
202511,502,美国,2927,重氮化合物、偶氮化合物及氧化偶氮化合物,11346.0
202511,502,美国,2928,肼（联氨）及胲（羟胺）的有机衍生物,361002.0
202511,502,美国,2929,其他含氮基化合物,42865.0
202511,502,美国,2930,有机硫化合物,6352673.0
202511,502,美国,2931,其他有机?无机化合物,2266808.0
202511,502,美国,2932,仅含氧杂原子的杂环化合物,1415258.0
202511,502,美国,2933,仅含有氮杂原子的杂环化合物,16892711.0
202511,502,美国,2934,核酸及其盐，不论是否已有化学定义；其他杂环化合物,1856903.0
202511,502,美国,2935,磺（酰）胺,9054.0
202511,502,美国,2936,天然或合成再制的维生素原和维生素（包括天然浓缩物）及其主要用作维生素的衍生物，上述产品的混合物，不论是否溶于溶剂,1353554.0
202511,502,美国,2937,天然或合成再制的激素、前列腺素、血栓烷、白细胞三烯及其衍生物和结构类似物，包括主要用作激素的改性链多肽,14343.0
202511,502,美国,2938,天然或合成再制的苷（配糖物）及其盐、醚、酯和其他衍生物,493099.0
202511,502,美国,2939,天然或合成再制的生物碱及其盐、醚、酯和其他衍生物,100652.0
202511,502,美国,2940,化学纯糖，但蔗糖、乳糖、麦芽糖、葡萄糖及果糖除外；糖醚、糖缩醛、糖酯及其盐，但不包括品目2937、2938及2939的产品,373853.0
202511,502,美国,2941,抗菌素,1863769.0
202511,502,美国,2942,其他有机化合物,779.0
202511,502,美国,3001,已干燥的器官疗法用腺体及其他器官，不论是否制成粉末；器官疗法用腺体、其他器官及其分泌物的提取物；肝素及其盐；其他供治疗或预防疾病用的其他品目未列名的人体或动物制品,385174.0
202511,502,美国,3002,人血；治病、防病或诊断用的动物血制品；抗血清、其他血份及免疫制品，不论是否修饰或通过生物工艺加工制得；疫苗、毒素、培养微生物(不包括酵母）及类似产品；细胞培养物，不论是否修饰,254890357.0
202511,502,美国,3004,环己醇、甲基环己醇及二甲基环己醇,195534299.0
202511,502,美国,3005,软填料、纱布、绷带及类似物品（例如，敷料、橡皮膏、泥罨剂），经过药物浸涂或制成零售包装供医疗、外科、牙科或兽医用,4031794.0
202511,502,美国,3006,本章注释4 所规定的医药用品,15615836.0
202511,502,美国,3101,动物或植物肥料，不论是否相互混合或经化学处理；动物产品经混合或化学处理制成的肥料,822.0
202511,502,美国,3102,矿物氮肥及化学氮肥,110477.0
202511,502,美国,3104,矿物钾肥及化学钾肥,119059.0
202511,502,美国,3105,含氮、磷、钾中二种或三种肥效元素的矿物肥料或化学肥料；其他肥料；制成片及类似形状或每件毛重不超过10千克的本章各项货品,949090.0
202511,502,美国,3202,有机合成鞣料；无机鞣料；鞣料制剂，不论是否含有天然鞣料；预鞣用酶制剂,101780.0
202511,502,美国,3203,动植物质着色料（包括染料浸膏，但动物炭黑除外），不论是否已有化学定义；本章注释3所述的以动植物质着色料为基本成分的制品,38001.0
202511,502,美国,3204,有机合成着色料，不论是否已有化学定义；本章注释3所述的以有机合成着色料为基本成分的制品；用作荧光增白剂或发光体的有机合成产品，不论是否已有化学定义,2495979.0
202511,502,美国,3205,色淀；本章注释3所述的以色淀为基本成分的制品,572249.0
202511,502,美国,3206,其他着色料；本章注释3所述的制品，但品目3203、3204及3205的货品除外；用作发光体的无机产品，不论是否已有化学定义,2869563.0
202511,502,美国,3207,陶瓷、搪瓷及玻璃工业用的调制颜料、遮光剂、着色剂、珐琅和釉料、釉底料（泥釉）、光瓷釉以及类似产品；搪瓷玻璃料及其他玻璃，呈粉、粒或粉片状,423713.0
202511,502,美国,3208,以合成聚合物或化学改性天然聚合物为基本成分的油漆及清漆（包括瓷漆及大漆），分散于或溶于非水介质的；本章注释4所述的溶液,9305895.0
202511,502,美国,3209,以合成聚合物或化学改性天然聚合物为基本成分的油漆及清漆（包括瓷漆及大漆），分散于或溶于水介质的,1590052.0
202511,502,美国,3210,其他油漆及清漆（包括瓷漆、大漆及水浆涂料）；加工皮革用的水性颜料,287386.0
202511,502,美国,3211,配制的催干剂,95472.0
202511,502,美国,3212,制造油漆（含瓷漆）用的颜料（包括金属粉末或金属料片），分散于非水介质中呈液状、浆状的；压印箔；零售形状及零售包装的染料或其他着色料,1421796.0
202511,502,美国,3213,艺术家、学生和广告美工用的颜料、调色料、文娱颜料及类似品，片状、管装、罐装、瓶装、扁盒装以及类似形状或包装,327024.0
202511,502,美国,3214,安装玻璃用油灰、接缝用油灰、树脂胶泥、嵌缝胶济其他类似胶粘剂；漆工用填料；非耐火涂面制剂，涂门面、内墙、地板、天花板等用,2746597.0
202511,502,美国,3215,印刷油墨、书写或绘图墨水及其他墨类，不论是否固体或浓缩,2147277.0
202511,502,美国,3301,精油（无萜或含萜），包括浸膏及净油；香膏；提取的油树脂；用花香吸取法或浸渍法制成的含浓缩精油的脂肪、固定油、蜡及类似品；精油脱萜时所得的萜烯副产品；精油水馏液及水溶液,3904281.0
202511,502,美国,3302,工业原料用的混合香料以及以一种或多种香料为基本成分的混合物（包括酒精溶液）；生产饮料用的以香料为基本成分的其他制品,5625807.0
202511,502,美国,3303,香水及花露水,2760230.0
