Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202011,502,United States,10619,Other mammals,113935.0
202011,502,United States,10649,Other insects,60.0
202011,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",72850.0
202011,502,United States,30111,Ornamental fish of freshwater,62432.0
202011,502,United States,30229,"Other flat fish,fresh or chilled",1125.0
202011,502,United States,30289,"Other fish,fresh or chilled",152588.0
202011,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",513707.0
202011,502,United States,30325,"Carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, , frozenHypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp)",230740.0
202011,502,United States,30326,"Eels (Anguilla spp) , frozen",147360.0
202011,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",5792.0
202011,502,United States,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen",288.0
202011,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",397681.0
202011,502,United States,30389,"Other fish ,frozen",9983731.0
202011,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),1472982.0
202011,502,United States,30462,"Frozen fillets of catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",2676241.0
202011,502,United States,30469,"Frozen fillets of carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."" and snakeheads ""Channa spp.""""",21147.0
202011,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",20046214.0
202011,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),6230558.0
202011,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)",381152.0
202011,502,United States,30475,Frozen fillets of alaska Pollack (Theragra chalcogramma),3931181.0
202011,502,United States,30481,"Frozen fillets of Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",20289574.0
202011,502,United States,30483,"Frozen fillets of flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",6769411.0
202011,502,United States,30487,"Frozen fillets of tunas (of the genus Thunnus), skipjack or stripebellied bonito (Euthynnus (Katsuwonus) pelamis)",553264.0
202011,502,United States,30489,"Frozen fish fillets, n.e.s.",1836618.0
202011,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",52434.0
202011,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",299614.0
202011,502,United States,30499,Frozen fish meat n.e.s. (excluding fillets),536434.0
202011,502,United States,30520,"Livers, roes and milt of fish, dried, smoked, salted or in brine",211821.0
202011,502,United States,30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",2084136.0
202011,502,United States,30551,"Dried cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",21945.0
202011,502,United States,30554,"Dried herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp), sardines (Sardina pilchardus, Sardinops spp), sardinella (Sardinella spp), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp), jacks, crevalles (Caranx spp), cobia (Rachycentron canadum), silver pomfrets (Pampus spp), Pacific saury (Cololabis saira), scads (Decapterus spp), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp), marlins, sailfishes, spearfish (Istiophoridae)",42721.0
202011,502,United States,30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",12682.0
202011,502,United States,30569,"Other fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, catfish, carp, eels, Nile perch and snakeheads)",339514.0
202011,502,United States,30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",127516.0
202011,502,United States,30614,Frozen crabs,311443.0
202011,502,United States,30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excluding cold-water shrimps and prawns)",9525750.0
202011,502,United States,30619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",43665.0
