Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202110,502,United States,10619,Other mammals,622823.0
202110,502,United States,30111,Ornamental fish of freshwater,57371.0
202110,502,United States,30289,"Other fish,fresh or chilled",202125.0
202110,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",98256.0
202110,502,United States,30326,"Eels (Anguilla spp) , frozen",379000.0
202110,502,United States,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen",23270.0
202110,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",39233.0
202110,502,United States,30389,"Other fish ,frozen",5170121.0
202110,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),750106.0
202110,502,United States,30462,"Frozen fillets of catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",909765.0
202110,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",25516706.0
202110,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),6046268.0
202110,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)",269598.0
202110,502,United States,30475,Frozen fillets of alaska Pollack (Theragra chalcogramma),6949382.0
202110,502,United States,30481,"Frozen fillets of Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",19385924.0
202110,502,United States,30483,"Frozen fillets of flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",6354386.0
202110,502,United States,30487,"Frozen fillets of tunas (of the genus Thunnus), skipjack or stripebellied bonito (Euthynnus (Katsuwonus) pelamis)",153230.0
202110,502,United States,30489,"Frozen fish fillets, n.e.s.",1326709.0
202110,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",6578.0
202110,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",13232.0
202110,502,United States,30520,"Livers, roes and milt of fish, dried, smoked, salted or in brine",76790.0
202110,502,United States,30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",3281866.0
202110,502,United States,30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, eels, Nile perch, snakeheads and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)",134762.0
202110,502,United States,30569,"Other fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, catfish, carp, eels, Nile perch and snakeheads)",664620.0
202110,502,United States,30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",60788.0
202110,502,United States,30614,Frozen crabs,3548098.0
202110,502,United States,30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excluding cold-water shrimps and prawns)",3922241.0
202110,502,United States,30633,"Crabs , whether in shell or not, live, fresh or chilled",336000.0
202110,502,United States,30636,"Other shrimps and prawns, whether in shell or not, live, fresh or chilled",2413.0
202110,502,United States,30695,"Shrimps and prawns,, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled",168339.0
202110,502,United States,30711,"Oysters, live, fresh, chilled",1050.0
202110,502,United States,30722,"Frozen scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, even in shell",11178244.0
202110,502,United States,30743,"Frozen cuttle fish and squid, with or without shell",21794946.0
202110,502,United States,30752,Frozen octopus (Octopus spp.),302306.0
202110,502,United States,30783,Frozen abalone (Haliotis spp),263909.0
202110,502,United States,30830,Jellyfish (Rhopilema spp),1319501.0
202110,502,United States,30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates (excluding crustaceans, molluscs, sea cucumbers, sea urchins and jellyfish); all flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption",10560.0
202110,502,United States,40110,"Milk and cream of a fat content, by weight, not exceeding 1%",10575.0
202110,502,United States,40120,"Milk and cream of a fat content, by weight, exceeding 1% but not exceeding 6%",13747.0
202110,502,United States,40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",25643.0
