Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202501,502,United States,10619,Other mammals,"1,956,582"
202501,502,United States,10620,Reptiles (including snakes and turtles),"3,900"
202501,502,United States,10649,Other insects,192
202501,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen","206,853"
202501,502,United States,20890,"Other meat and edible meat offal,fresh, chilled or frozen","167,542"
202501,502,United States,30111,Ornamental fish of freshwater,"43,450"
202501,502,United States,30223,"Sole (Solea spp) ,fresh or chilled","5,670"
202501,502,United States,30289,"Other fish,fresh or chilled","404,317"
202501,502,United States,30323,"Tilapias (Oreochromis spp) , frozen","1,044,496"
202501,502,United States,30324,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) , frozen","131,569"
202501,502,United States,30326,"Eels (Anguilla spp) , frozen","134,180"
202501,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen","16,799"
202501,502,United States,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen","20,601"
202501,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen","160,230"
202501,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen","53,178"
202501,502,United States,30389,"Other fish ,frozen","11,707,487"
202501,502,United States,30391,"Livers, roes and milt,frozen","7,775"
202501,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen","22,475"
202501,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),"1,354,557"
202501,502,United States,30462,"Frozen fillets of catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)","869,976"
202501,502,United States,30469,"Frozen fillets of carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."" and snakeheads ""Channa spp.""""","228,322"
202501,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","33,545,814"
202501,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),"8,710,224"
202501,502,United States,30473,Frozen fillets of coalfish (Pollachius virens),"54,480"
202501,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)","301,225"
202501,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),"4,982,544"
202501,502,United States,30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding cod, haddock, coalfish, hake and Alaska pollack)","197,100"
202501,502,United States,30481,"Frozen fillets of Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","16,421,897"
202501,502,United States,30483,"Frozen fillets of flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","6,108,103"
202501,502,United States,30489,"Frozen fish fillets, n.e.s.","2,704,936"
202501,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)","210,522"
202501,502,United States,30499,Frozen fish meat n.e.s. (excluding fillets),"129,206"
202501,502,United States,30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","2,521,804"
202501,502,United States,30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, eels, Nile perch, snakeheads and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)","72,397"
202501,502,United States,30551,"Dried cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","16,518"
202501,502,United States,30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)","58,000"
202501,502,United States,30569,"Other fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, catfish, carp, eels, Nile perch and snakeheads)","72,457"
202501,502,United States,30572,"Fish heads, tails and maws, smoked, dried, salted or in brine","121,895"
202501,502,United States,30612,Frozen lobsters (Homarus spp),"457,144"
202501,502,United States,30614,Frozen crabs,"1,897,857"
202501,502,United States,30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excluding cold-water shrimps and prawns)","4,683,494"
202501,502,United States,30636,"Other shrimps and prawns, whether in shell or not, live, fresh or chilled",14
202501,502,United States,30695,"Shrimps and prawns,, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled","186,263"
202501,502,United States,30711,"Oysters, live, fresh, chilled","22,260"
202501,502,United States,30719,"Oysters, smoked, frozen, dried, salted or in brine","13,500"
202501,502,United States,30722,Frozen scallops and other molluscs of the family Pectinidae,"9,558,040"
202501,502,United States,30729,"Dried, salted or in brine, smoked, scallops and other molluscs of the family Pectinidae","338,846"
202501,502,United States,30732,"Frozen mussels (Mytilus spp., Perna spp.), with or without shell","24,840"
202501,502,United States,30743,"Frozen cuttle fish and squid, with or without shell","19,660,318"
202501,502,United States,30749,"Cuttle fish and squid, smoked, frozen, dried, salted or in brine, with or without shell","41,120"
202501,502,United States,30752,Frozen octopus (Octopus spp.),"229,754"
202501,502,United States,30759,"Octopus (Octopus spp.), smoked, frozen, dried, salted or in brine",40
202501,502,United States,30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae""""","17,255"
202501,502,United States,30781,"Live, fresh or chilled abalone (Haliotis spp)","5,312"
202501,502,United States,30783,Frozen abalone (Haliotis spp),"39,205"
202501,502,United States,30787,"Smoked, dried, salted or in brine, even in shell, abalone (Haliotis spp.)","233,620"
202501,502,United States,30792,Other frozen Molluscs,"31,880"
