Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202206,502,United States,10619,Other mammals,487668.0
202206,502,United States,10620,Reptiles (including snakes and turtles),420.0
202206,502,United States,10649,Other insects,567.0
202206,502,United States,20230,Boneless,223975.0
202206,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",119900.0
202206,502,United States,30111,Ornamental fish of freshwater,34967.0
202206,502,United States,30289,"Other fish,fresh or chilled",196886.0
202206,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",160375.0
202206,502,United States,30324,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) , frozen",85160.0
202206,502,United States,30326,"Eels (Anguilla spp) , frozen",192351.0
202206,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",4990.0
202206,502,United States,30353,"Sardines (Sardina pilchardus, Sardinops spp), sardinella (Sardinella spp), brisling or sprats (Sprattus sprattus),frozen",60200.0
202206,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",43288.0
202206,502,United States,30389,"Other fish ,frozen",5780627.0
202206,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),682496.0
202206,502,United States,30469,"Frozen fillets of carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."" and snakeheads ""Channa spp.""""",62752.0
202206,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",29836388.0
202206,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),6287672.0
202206,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)",294597.0
202206,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),7152277.0
202206,502,United States,30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding cod, haddock, coalfish, hake and Alaska pollack)",24767.0
202206,502,United States,30481,"Frozen fillets of Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",20720967.0
202206,502,United States,30483,"Frozen fillets of flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",6754684.0
202206,502,United States,30487,"Frozen fillets of tunas (of the genus Thunnus),skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",189000.0
202206,502,United States,30489,"Frozen fish fillets, n.e.s.",1319160.0
202206,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",48653.0
202206,502,United States,30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",330590.0
202206,502,United States,30499,Frozen fish meat n.e.s. (excluding fillets),7555.0
